# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Ця кіловат-година	genitive	{0} кіловат-години	Немає 21 кіловат-години	{0} кіловат-годин	Немає 3 кіловат-годин	{0} кіловат-годин	Немає 5 кіловат-годин	{0} кіловат-години	Немає 0,1 кіловат-години
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Ця кіловат-година	locative	{0} кіловат-годині	Міститься в 21 кіловат-годині	{0} кіловат-годинах	Міститься в 3 кіловат-годинах	{0} кіловат-годинах	Міститься в 5 кіловат-годинах	{0} кіловат-години	Міститься в 0,1 кіловат-години
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Ця кіловат-година	dative	{0} кіловат-годині	Це відповідає 21 кіловат-годині	{0} кіловат-годинам	Це відповідає 3 кіловат-годинам	{0} кіловат-годинам	Це відповідає 5 кіловат-годинам	{0} кіловат-години	Це відповідає 0,1 кіловат-години
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Ця кіловат-година	instrumental	{0} кіловат-годиною	Вимірюється не 21 кіловат-годиною	{0} кіловат-годинами	Вимірюється не 3 кіловат-годинами	{0} кіловат-годинами	Вимірюється не 5 кіловат-годинами	{0} кіловат-години	Вимірюється не 0,1 кіловат-години
force	newtons	masculine	Цей ньютон	nominative	{0} ньютон	Є 21 ньютон	{0} ньютони	Є 3 ньютони	{0} ньютонів	Є 5 ньютонів	{0} ньютона	Є 0,1 ньютона
force	newtons	masculine	Цей ньютон	accusative	{0} ньютон	Знайшли 21 ньютон	{0} ньютони	Знайшли 3 ньютони	{0} ньютонів	Знайшли 5 ньютонів	{0} ньютона	Знайшли 0,1 ньютона
force	newtons	masculine	Цей ньютон	genitive	{0} ньютона	Немає 21 ньютона	{0} ньютонів	Немає 3 ньютонів	{0} ньютонів	Немає 5 ньютонів	{0} ньютона	Немає 0,1 ньютона
force	newtons	masculine	Цей ньютон	locative	{0} ньютоні	Міститься в 21 ньютоні	{0} ньютонах	Міститься в 3 ньютонах	{0} ньютонах	Міститься в 5 ньютонах	{0} ньютона	Міститься в 0,1 ньютона
force	newtons	masculine	Цей ньютон	dative	{0} ньютону	Це відповідає 21 ньютону	{0} ньютонам	Це відповідає 3 ньютонам	{0} ньютонам	Це відповідає 5 ньютонам	{0} ньютона	Це відповідає 0,1 ньютона
force	newtons	masculine	Цей ньютон	instrumental	{0} ньютоном	Вимірюється не 21 ньютоном	{0} ньютонами	Вимірюється не 3 ньютонами	{0} ньютонами	Вимірюється не 5 ньютонами	{0} ньютона	Вимірюється не 0,1 ньютона
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	nominative	{0} кіловат-година на 100 кілометрів	Є 21 кіловат-година на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Є 3 кіловат-години на 100 кілометрів	{0} кіловат-годин на 100 кілометрів	Є 5 кіловат-годин на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Є 0,1 кіловат-години на 100 кілометрів
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	accusative	{0} кіловат-годину на 100 кілометрів	Знайшли 21 кіловат-годину на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Знайшли 3 кіловат-години на 100 кілометрів	{0} кіловат-годин на 100 кілометрів	Знайшли 5 кіловат-годин на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Знайшли 0,1 кіловат-години на 100 кілометрів
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	genitive	{0} кіловат-години на 100 кілометрів	Немає 21 кіловат-години на 100 кілометрів	{0} кіловат-годин на 100 кілометрів	Немає 3 кіловат-годин на 100 кілометрів	{0} кіловат-годин на 100 кілометрів	Немає 5 кіловат-годин на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Немає 0,1 кіловат-години на 100 кілометрів
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	locative	{0} кіловат-годині на 100 кілометрів	Міститься в 21 кіловат-годині на 100 кілометрів	{0} кіловат-годинах на 100 кілометрів	Міститься в 3 кіловат-годинах на 100 кілометрів	{0} кіловат-годинах на 100 кілометрів	Міститься в 5 кіловат-годинах на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Міститься в 0,1 кіловат-години на 100 кілометрів
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	dative	{0} кіловат-годині на 100 кілометрів	Це відповідає 21 кіловат-годині на 100 кілометрів	{0} кіловат-годинам на 100 кілометрів	Це відповідає 3 кіловат-годинам на 100 кілометрів	{0} кіловат-годинам на 100 кілометрів	Це відповідає 5 кіловат-годинам на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Це відповідає 0,1 кіловат-години на 100 кілометрів
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Ця кіловат-година на 100 кілометрів	instrumental	{0} кіловат-годиною на 100 кілометрів	Вимірюється не 21 кіловат-годиною на 100 кілометрів	{0} кіловат-годинами на 100 кілометрів	Вимірюється не 3 кіловат-годинами на 100 кілометрів	{0} кіловат-годинами на 100 кілометрів	Вимірюється не 5 кіловат-годинами на 100 кілометрів	{0} кіловат-години на 100 кілометрів	Вимірюється не 0,1 кіловат-години на 100 кілометрів
frequency	hertz	masculine	Цей герц	nominative	{0} герц	Є 21 герц	{0} герци	Є 3 герци	{0} герців	Є 5 герців	{0} герца	Є 0,1 герца
frequency	hertz	masculine	Цей герц	accusative	{0} герц	Знайшли 21 герц	{0} герци	Знайшли 3 герци	{0} герців	Знайшли 5 герців	{0} герца	Знайшли 0,1 герца
frequency	hertz	masculine	Цей герц	genitive	{0} герца	Немає 21 герца	{0} герців	Немає 3 герців	{0} герців	Немає 5 герців	{0} герца	Немає 0,1 герца
frequency	hertz	masculine	Цей герц	locative	{0} герці	Міститься в 21 герці	{0} герцах	Міститься в 3 герцах	{0} герцах	Міститься в 5 герцах	{0} герца	Міститься в 0,1 герца
frequency	hertz	masculine	Цей герц	dative	{0} герцу	Це відповідає 21 герцу	{0} герцам	Це відповідає 3 герцам	{0} герцам	Це відповідає 5 герцам	{0} герца	Це відповідає 0,1 герца
frequency	hertz	masculine	Цей герц	instrumental	{0} герцом	Вимірюється не 21 герцом	{0} герцами	Вимірюється не 3 герцами	{0} герцами	Вимірюється не 5 герцами	{0} герца	Вимірюється не 0,1 герца
frequency	kilohertz	masculine	Цей кілогерц	nominative	{0} кілогерц	Є 21 кілогерц	{0} кілогерци	Є 3 кілогерци	{0} кілогерців	Є 5 кілогерців	{0} кілогерца	Є 0,1 кілогерца
frequency	kilohertz	masculine	Цей кілогерц	accusative	{0} кілогерц	Знайшли 21 кілогерц	{0} кілогерци	Знайшли 3 кілогерци	{0} кілогерців	Знайшли 5 кілогерців	{0} кілогерца	Знайшли 0,1 кілогерца
frequency	kilohertz	masculine	Цей кілогерц	genitive	{0} кілогерца	Немає 21 кілогерца	{0} кілогерців	Немає 3 кілогерців	{0} кілогерців	Немає 5 кілогерців	{0} кілогерца	Немає 0,1 кілогерца
frequency	kilohertz	masculine	Цей кілогерц	locative	{0} кілогерці	Міститься в 21 кілогерці	{0} кілогерцах	Міститься в 3 кілогерцах	{0} кілогерцах	Міститься в 5 кілогерцах	{0} кілогерца	Міститься в 0,1 кілогерца
frequency	kilohertz	masculine	Цей кілогерц	dative	{0} кілогерцу	Це відповідає 21 кілогерцу	{0} кілогерцам	Це відповідає 3 кілогерцам	{0} кілогерцам	Це відповідає 5 кілогерцам	{0} кілогерца	Це відповідає 0,1 кілогерца
frequency	kilohertz	masculine	Цей кілогерц	instrumental	{0} кілогерцом	Вимірюється не 21 кілогерцом	{0} кілогерцами	Вимірюється не 3 кілогерцами	{0} кілогерцами	Вимірюється не 5 кілогерцами	{0} кілогерца	Вимірюється не 0,1 кілогерца
frequency	megahertz	masculine	Цей мегагерц	nominative	{0} мегагерц	Є 21 мегагерц	{0} мегагерци	Є 3 мегагерци	{0} мегагерців	Є 5 мегагерців	{0} мегагерца	Є 0,1 мегагерца
frequency	megahertz	masculine	Цей мегагерц	accusative	{0} мегагерц	Знайшли 21 мегагерц	{0} мегагерци	Знайшли 3 мегагерци	{0} мегагерців	Знайшли 5 мегагерців	{0} мегагерца	Знайшли 0,1 мегагерца
frequency	megahertz	masculine	Цей мегагерц	genitive	{0} мегагерца	Немає 21 мегагерца	{0} мегагерців	Немає 3 мегагерців	{0} мегагерців	Немає 5 мегагерців	{0} мегагерца	Немає 0,1 мегагерца
frequency	megahertz	masculine	Цей мегагерц	locative	{0} мегагерці	Міститься в 21 мегагерці	{0} мегагерцах	Міститься в 3 мегагерцах	{0} мегагерцах	Міститься в 5 мегагерцах	{0} мегагерца	Міститься в 0,1 мегагерца
