# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	genitive	{0} kilowatthodiny	Bez 1 kilowatthodiny se obejdeme.	{0} kilowatthodin	Bez 3 kilowatthodin se obejdeme.	{0} kilowatthodiny	Bez 0,1 kilowatthodiny se obejdeme.	{0} kilowatthodin	Bez 5 kilowatthodin se obejdeme.
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	locative	{0} kilowatthodině	Po 1 kilowatthodině se zastavil.	{0} kilowatthodinách	Po 3 kilowatthodinách se zastavil.	{0} kilowatthodiny	Po 0,1 kilowatthodiny se zastavil.	{0} kilowatthodinách	Po 5 kilowatthodinách se zastavil.
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	dative	{0} kilowatthodině	Díky 1 kilowatthodině navíc to mohl stihnout.	{0} kilowatthodinám	Díky 3 kilowatthodinám navíc to mohl stihnout.	{0} kilowatthodiny	Díky 0,1 kilowatthodiny navíc to mohl stihnout.	{0} kilowatthodinám	Díky 5 kilowatthodinám navíc to mohl stihnout.
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	instrumental	{0} kilowatthodinou	Spokojíme se s 1 kilowatthodinou.	{0} kilowatthodinami	Spokojíme se s 3 kilowatthodinami.	{0} kilowatthodiny	Spokojíme se s 0,1 kilowatthodiny.	{0} kilowatthodinami	Spokojíme se s 5 kilowatthodinami.
force	newtons	inanimate	Jeden newton stál 135 Kč.	nominative	{0} newton	Chybí ještě 1 newton.	{0} newtony	Chybí ještě 3 newtony.	{0} newtonu	Chybí ještě 0,1 newtonu.	{0} newtonů	Chybí ještě 5 newtonů.
force	newtons	inanimate	Jeden newton stál 135 Kč.	accusative	{0} newton	Naměřili jsme 1 newton.	{0} newtony	Naměřili jsme 3 newtony.	{0} newtonu	Naměřili jsme 0,1 newtonu.	{0} newtonů	Naměřili jsme 5 newtonů.
force	newtons	inanimate	Jeden newton stál 135 Kč.	genitive	{0} newtonu	Bez 1 newtonu se obejdeme.	{0} newtonů	Bez 3 newtonů se obejdeme.	{0} newtonu	Bez 0,1 newtonu se obejdeme.	{0} newtonů	Bez 5 newtonů se obejdeme.
force	newtons	inanimate	Jeden newton stál 135 Kč.	locative	{0} newtonu	Po 1 newtonu se zastavil.	{0} newtonech	Po 3 newtonech se zastavil.	{0} newtonu	Po 0,1 newtonu se zastavil.	{0} newtonech	Po 5 newtonech se zastavil.
force	newtons	inanimate	Jeden newton stál 135 Kč.	dative	{0} newtonu	Díky 1 newtonu navíc to mohl stihnout.	{0} newtonům	Díky 3 newtonům navíc to mohl stihnout.	{0} newtonu	Díky 0,1 newtonu navíc to mohl stihnout.	{0} newtonům	Díky 5 newtonům navíc to mohl stihnout.
force	newtons	inanimate	Jeden newton stál 135 Kč.	instrumental	{0} newtonem	Spokojíme se s 1 newtonem.	{0} newtony	Spokojíme se s 3 newtony.	{0} newtonu	Spokojíme se s 0,1 newtonu.	{0} newtony	Spokojíme se s 5 newtony.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	nominative	{0} kilowatthodina na sto kilometrů	Chybí ještě 1 kilowatthodina na sto kilometrů.	{0} kilowatthodiny na sto kilometrů	Chybí ještě 3 kilowatthodiny na sto kilometrů.	{0} kilowatthodiny na sto kilometrů	Chybí ještě 0,1 kilowatthodiny na sto kilometrů.	{0} kilowatthodin na sto kilometrů	Chybí ještě 5 kilowatthodin na sto kilometrů.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	accusative	{0} kilowatthodinu na sto kilometrů	Naměřili jsme 1 kilowatthodinu na sto kilometrů.	{0} kilowatthodiny na sto kilometrů	Naměřili jsme 3 kilowatthodiny na sto kilometrů.	{0} kilowatthodiny na sto kilometrů	Naměřili jsme 0,1 kilowatthodiny na sto kilometrů.	{0} kilowatthodin na sto kilometrů	Naměřili jsme 5 kilowatthodin na sto kilometrů.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	genitive	{0} kilowatthodiny na sto kilometrů	Bez 1 kilowatthodiny na sto kilometrů se obejdeme.	{0} kilowatthodin na sto kilometrů	Bez 3 kilowatthodin na sto kilometrů se obejdeme.	{0} kilowatthodiny na sto kilometrů	Bez 0,1 kilowatthodiny na sto kilometrů se obejdeme.	{0} kilowatthodin na sto kilometrů	Bez 5 kilowatthodin na sto kilometrů se obejdeme.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	locative	{0} kilowatthodině na sto kilometrů	Po 1 kilowatthodině na sto kilometrů se zastavil.	{0} kilowatthodinách na sto kilometrů	Po 3 kilowatthodinách na sto kilometrů se zastavil.	{0} kilowatthodiny na sto kilometrů	Po 0,1 kilowatthodiny na sto kilometrů se zastavil.	{0} kilowatthodinách na sto kilometrů	Po 5 kilowatthodinách na sto kilometrů se zastavil.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	dative	{0} kilowatthodině na sto kilometrů	Díky 1 kilowatthodině na sto kilometrů navíc to mohl stihnout.	{0} kilowatthodinám na sto kilometrů	Díky 3 kilowatthodinám na sto kilometrů navíc to mohl stihnout.	{0} kilowatthodiny na sto kilometrů	Díky 0,1 kilowatthodiny na sto kilometrů navíc to mohl stihnout.	{0} kilowatthodinám na sto kilometrů	Díky 5 kilowatthodinám na sto kilometrů navíc to mohl stihnout.
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	Jedna kilowatthodina na sto kilometrů stála 135 Kč.	instrumental	{0} kilowatthodinou na sto kilometrů	Spokojíme se s 1 kilowatthodinou na sto kilometrů.	{0} kilowatthodinami na sto kilometrů	Spokojíme se s 3 kilowatthodinami na sto kilometrů.	{0} kilowatthodiny na sto kilometrů	Spokojíme se s 0,1 kilowatthodiny na sto kilometrů.	{0} kilowatthodinami na sto kilometrů	Spokojíme se s 5 kilowatthodinami na sto kilometrů.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	nominative	{0} hertz	Chybí ještě 1 hertz.	{0} hertzy	Chybí ještě 3 hertzy.	{0} hertzu	Chybí ještě 0,1 hertzu.	{0} hertzů	Chybí ještě 5 hertzů.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	accusative	{0} hertz	Naměřili jsme 1 hertz.	{0} hertzy	Naměřili jsme 3 hertzy.	{0} hertzu	Naměřili jsme 0,1 hertzu.	{0} hertzů	Naměřili jsme 5 hertzů.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	genitive	{0} hertzu	Bez 1 hertzu se obejdeme.	{0} hertzů	Bez 3 hertzů se obejdeme.	{0} hertzu	Bez 0,1 hertzu se obejdeme.	{0} hertzů	Bez 5 hertzů se obejdeme.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	locative	{0} hertzu	Po 1 hertzu se zastavil.	{0} hertzech	Po 3 hertzech se zastavil.	{0} hertzu	Po 0,1 hertzu se zastavil.	{0} hertzech	Po 5 hertzech se zastavil.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	dative	{0} hertzu	Díky 1 hertzu navíc to mohl stihnout.	{0} hertzům	Díky 3 hertzům navíc to mohl stihnout.	{0} hertzu	Díky 0,1 hertzu navíc to mohl stihnout.	{0} hertzům	Díky 5 hertzům navíc to mohl stihnout.
frequency	hertz	inanimate	Jeden hertz stál 135 Kč.	instrumental	{0} hertzem	Spokojíme se s 1 hertzem.	{0} hertzy	Spokojíme se s 3 hertzy.	{0} hertzu	Spokojíme se s 0,1 hertzu.	{0} hertzy	Spokojíme se s 5 hertzy.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	nominative	{0} kilohertz	Chybí ještě 1 kilohertz.	{0} kilohertzy	Chybí ještě 3 kilohertzy.	{0} kilohertzu	Chybí ještě 0,1 kilohertzu.	{0} kilohertzů	Chybí ještě 5 kilohertzů.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	accusative	{0} kilohertz	Naměřili jsme 1 kilohertz.	{0} kilohertzy	Naměřili jsme 3 kilohertzy.	{0} kilohertzu	Naměřili jsme 0,1 kilohertzu.	{0} kilohertzů	Naměřili jsme 5 kilohertzů.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	genitive	{0} kilohertzu	Bez 1 kilohertzu se obejdeme.	{0} kilohertzů	Bez 3 kilohertzů se obejdeme.	{0} kilohertzu	Bez 0,1 kilohertzu se obejdeme.	{0} kilohertzů	Bez 5 kilohertzů se obejdeme.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	locative	{0} kilohertzu	Po 1 kilohertzu se zastavil.	{0} kilohertzech	Po 3 kilohertzech se zastavil.	{0} kilohertzu	Po 0,1 kilohertzu se zastavil.	{0} kilohertzech	Po 5 kilohertzech se zastavil.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	dative	{0} kilohertzu	Díky 1 kilohertzu navíc to mohl stihnout.	{0} kilohertzům	Díky 3 kilohertzům navíc to mohl stihnout.	{0} kilohertzu	Díky 0,1 kilohertzu navíc to mohl stihnout.	{0} kilohertzům	Díky 5 kilohertzům navíc to mohl stihnout.
frequency	kilohertz	inanimate	Jeden kilohertz stál 135 Kč.	instrumental	{0} kilohertzem	Spokojíme se s 1 kilohertzem.	{0} kilohertzy	Spokojíme se s 3 kilohertzy.	{0} kilohertzu	Spokojíme se s 0,1 kilohertzu.	{0} kilohertzy	Spokojíme se s 5 kilohertzy.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	nominative	{0} megahertz	Chybí ještě 1 megahertz.	{0} megahertzy	Chybí ještě 3 megahertzy.	{0} megahertzu	Chybí ještě 0,1 megahertzu.	{0} megahertzů	Chybí ještě 5 megahertzů.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	accusative	{0} megahertz	Naměřili jsme 1 megahertz.	{0} megahertzy	Naměřili jsme 3 megahertzy.	{0} megahertzu	Naměřili jsme 0,1 megahertzu.	{0} megahertzů	Naměřili jsme 5 megahertzů.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	genitive	{0} megahertzu	Bez 1 megahertzu se obejdeme.	{0} megahertzů	Bez 3 megahertzů se obejdeme.	{0} megahertzu	Bez 0,1 megahertzu se obejdeme.	{0} megahertzů	Bez 5 megahertzů se obejdeme.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	locative	{0} megahertzu	Po 1 megahertzu se zastavil.	{0} megahertzech	Po 3 megahertzech se zastavil.	{0} megahertzu	Po 0,1 megahertzu se zastavil.	{0} megahertzech	Po 5 megahertzech se zastavil.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	dative	{0} megahertzu	Díky 1 megahertzu navíc to mohl stihnout.	{0} megahertzům	Díky 3 megahertzům navíc to mohl stihnout.	{0} megahertzu	Díky 0,1 megahertzu navíc to mohl stihnout.	{0} megahertzům	Díky 5 megahertzům navíc to mohl stihnout.
frequency	megahertz	inanimate	Jeden megahertz stál 135 Kč.	instrumental	{0} megahertzem	Spokojíme se s 1 megahertzem.	{0} megahertzy	Spokojíme se s 3 megahertzy.	{0} megahertzu	Spokojíme se s 0,1 megahertzu.	{0} megahertzy	Spokojíme se s 5 megahertzy.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	nominative	{0} gigahertz	Chybí ještě 1 gigahertz.	{0} gigahertzy	Chybí ještě 3 gigahertzy.	{0} gigahertzu	Chybí ještě 0,1 gigahertzu.	{0} gigahertzů	Chybí ještě 5 gigahertzů.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	accusative	{0} gigahertz	Naměřili jsme 1 gigahertz.	{0} gigahertzy	Naměřili jsme 3 gigahertzy.	{0} gigahertzu	Naměřili jsme 0,1 gigahertzu.	{0} gigahertzů	Naměřili jsme 5 gigahertzů.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	genitive	{0} gigahertzu	Bez 1 gigahertzu se obejdeme.	{0} gigahertzů	Bez 3 gigahertzů se obejdeme.	{0} gigahertzu	Bez 0,1 gigahertzu se obejdeme.	{0} gigahertzů	Bez 5 gigahertzů se obejdeme.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	locative	{0} gigahertzu	Po 1 gigahertzu se zastavil.	{0} gigahertzech	Po 3 gigahertzech se zastavil.	{0} gigahertzu	Po 0,1 gigahertzu se zastavil.	{0} gigahertzech	Po 5 gigahertzech se zastavil.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	dative	{0} gigahertzu	Díky 1 gigahertzu navíc to mohl stihnout.	{0} gigahertzům	Díky 3 gigahertzům navíc to mohl stihnout.	{0} gigahertzu	Díky 0,1 gigahertzu navíc to mohl stihnout.	{0} gigahertzům	Díky 5 gigahertzům navíc to mohl stihnout.
frequency	gigahertz	inanimate	Jeden gigahertz stál 135 Kč.	instrumental	{0} gigahertzem	Spokojíme se s 1 gigahertzem.	{0} gigahertzy	Spokojíme se s 3 gigahertzy.	{0} gigahertzu	Spokojíme se s 0,1 gigahertzu.	{0} gigahertzy	Spokojíme se s 5 gigahertzy.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	nominative	{0} pixel	Chybí ještě 1 pixel.	{0} pixely	Chybí ještě 3 pixely.	{0} pixelu	Chybí ještě 0,1 pixelu.	{0} pixelů	Chybí ještě 5 pixelů.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	accusative	{0} pixel	Naměřili jsme 1 pixel.	{0} pixely	Naměřili jsme 3 pixely.	{0} pixelu	Naměřili jsme 0,1 pixelu.	{0} pixelů	Naměřili jsme 5 pixelů.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	genitive	{0} pixelu	Bez 1 pixelu se obejdeme.	{0} pixelů	Bez 3 pixelů se obejdeme.	{0} pixelu	Bez 0,1 pixelu se obejdeme.	{0} pixelů	Bez 5 pixelů se obejdeme.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	locative	{0} pixelu	Po 1 pixelu se zastavil.	{0} pixelech	Po 3 pixelech se zastavil.	{0} pixelu	Po 0,1 pixelu se zastavil.	{0} pixelech	Po 5 pixelech se zastavil.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	dative	{0} pixelu	Díky 1 pixelu navíc to mohl stihnout.	{0} pixelům	Díky 3 pixelům navíc to mohl stihnout.	{0} pixelu	Díky 0,1 pixelu navíc to mohl stihnout.	{0} pixelům	Díky 5 pixelům navíc to mohl stihnout.
graphics	pixel • ( = 1 px)	inanimate	Jeden pixel stál 135 Kč.	instrumental	{0} pixelem	Spokojíme se s 1 pixelem.	{0} pixely	Spokojíme se s 3 pixely.	{0} pixelu	Spokojíme se s 0,1 pixelu.	{0} pixely	Spokojíme se s 5 pixely.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	nominative	{0} megapixel	Chybí ještě 1 megapixel.	{0} megapixely	Chybí ještě 3 megapixely.	{0} megapixelu	Chybí ještě 0,1 megapixelu.	{0} megapixelů	Chybí ještě 5 megapixelů.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	accusative	{0} megapixel	Naměřili jsme 1 megapixel.	{0} megapixely	Naměřili jsme 3 megapixely.	{0} megapixelu	Naměřili jsme 0,1 megapixelu.	{0} megapixelů	Naměřili jsme 5 megapixelů.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	genitive	{0} megapixelu	Bez 1 megapixelu se obejdeme.	{0} megapixelů	Bez 3 megapixelů se obejdeme.	{0} megapixelu	Bez 0,1 megapixelu se obejdeme.	{0} megapixelů	Bez 5 megapixelů se obejdeme.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	locative	{0} megapixelu	Po 1 megapixelu se zastavil.	{0} megapixelech	Po 3 megapixelech se zastavil.	{0} megapixelu	Po 0,1 megapixelu se zastavil.	{0} megapixelech	Po 5 megapixelech se zastavil.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	dative	{0} megapixelu	Díky 1 megapixelu navíc to mohl stihnout.	{0} megapixelům	Díky 3 megapixelům navíc to mohl stihnout.	{0} megapixelu	Díky 0,1 megapixelu navíc to mohl stihnout.	{0} megapixelům	Díky 5 megapixelům navíc to mohl stihnout.
graphics	megapixels	inanimate	Jeden megapixel stál 135 Kč.	instrumental	{0} megapixelem	Spokojíme se s 1 megapixelem.	{0} megapixely	Spokojíme se s 3 megapixely.	{0} megapixelu	Spokojíme se s 0,1 megapixelu.	{0} megapixely	Spokojíme se s 5 megapixely.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	nominative	{0} lux	Chybí ještě 1 lux.	{0} luxy	Chybí ještě 3 luxy.	{0} luxu	Chybí ještě 0,1 luxu.	{0} luxů	Chybí ještě 5 luxů.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	accusative	{0} lux	Naměřili jsme 1 lux.	{0} luxy	Naměřili jsme 3 luxy.	{0} luxu	Naměřili jsme 0,1 luxu.	{0} luxů	Naměřili jsme 5 luxů.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	genitive	{0} luxu	Bez 1 luxu se obejdeme.	{0} luxů	Bez 3 luxů se obejdeme.	{0} luxu	Bez 0,1 luxu se obejdeme.	{0} luxů	Bez 5 luxů se obejdeme.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	locative	{0} luxu	Po 1 luxu se zastavil.	{0} luxech	Po 3 luxech se zastavil.	{0} luxu	Po 0,1 luxu se zastavil.	{0} luxech	Po 5 luxech se zastavil.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	dative	{0} luxu	Díky 1 luxu navíc to mohl stihnout.	{0} luxům	Díky 3 luxům navíc to mohl stihnout.	{0} luxu	Díky 0,1 luxu navíc to mohl stihnout.	{0} luxům	Díky 5 luxům navíc to mohl stihnout.
illuminance	lux	inanimate	Jeden lux stál 135 Kč.	instrumental	{0} luxem	Spokojíme se s 1 luxem.	{0} luxy	Spokojíme se s 3 luxy.	{0} luxu	Spokojíme se s 0,1 luxu.	{0} luxy	Spokojíme se s 5 luxy.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	nominative	{0} pikometr	Chybí ještě 1 pikometr.	{0} pikometry	Chybí ještě 3 pikometry.	{0} pikometru	Chybí ještě 0,1 pikometru.	{0} pikometrů	Chybí ještě 5 pikometrů.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	accusative	{0} pikometr	Naměřili jsme 1 pikometr.	{0} pikometry	Naměřili jsme 3 pikometry.	{0} pikometru	Naměřili jsme 0,1 pikometru.	{0} pikometrů	Naměřili jsme 5 pikometrů.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	genitive	{0} pikometru	Bez 1 pikometru se obejdeme.	{0} pikometrů	Bez 3 pikometrů se obejdeme.	{0} pikometru	Bez 0,1 pikometru se obejdeme.	{0} pikometrů	Bez 5 pikometrů se obejdeme.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	locative	{0} pikometru	Po 1 pikometru se zastavil.	{0} pikometrech	Po 3 pikometrech se zastavil.	{0} pikometru	Po 0,1 pikometru se zastavil.	{0} pikometrech	Po 5 pikometrech se zastavil.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	dative	{0} pikometru	Díky 1 pikometru navíc to mohl stihnout.	{0} pikometrům	Díky 3 pikometrům navíc to mohl stihnout.	{0} pikometru	Díky 0,1 pikometru navíc to mohl stihnout.	{0} pikometrům	Díky 5 pikometrům navíc to mohl stihnout.
length	picometers	inanimate	Jeden pikometr stál 135 Kč.	instrumental	{0} pikometrem	Spokojíme se s 1 pikometrem.	{0} pikometry	Spokojíme se s 3 pikometry.	{0} pikometru	Spokojíme se s 0,1 pikometru.	{0} pikometry	Spokojíme se s 5 pikometry.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	nominative	{0} nanometr	Chybí ještě 1 nanometr.	{0} nanometry	Chybí ještě 3 nanometry.	{0} nanometru	Chybí ještě 0,1 nanometru.	{0} nanometrů	Chybí ještě 5 nanometrů.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	accusative	{0} nanometr	Naměřili jsme 1 nanometr.	{0} nanometry	Naměřili jsme 3 nanometry.	{0} nanometru	Naměřili jsme 0,1 nanometru.	{0} nanometrů	Naměřili jsme 5 nanometrů.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	genitive	{0} nanometru	Bez 1 nanometru se obejdeme.	{0} nanometrů	Bez 3 nanometrů se obejdeme.	{0} nanometru	Bez 0,1 nanometru se obejdeme.	{0} nanometrů	Bez 5 nanometrů se obejdeme.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	locative	{0} nanometru	Po 1 nanometru se zastavil.	{0} nanometrech	Po 3 nanometrech se zastavil.	{0} nanometru	Po 0,1 nanometru se zastavil.	{0} nanometrech	Po 5 nanometrech se zastavil.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	dative	{0} nanometru	Díky 1 nanometru navíc to mohl stihnout.	{0} nanometrům	Díky 3 nanometrům navíc to mohl stihnout.	{0} nanometru	Díky 0,1 nanometru navíc to mohl stihnout.	{0} nanometrům	Díky 5 nanometrům navíc to mohl stihnout.
length	nanometers	inanimate	Jeden nanometr stál 135 Kč.	instrumental	{0} nanometrem	Spokojíme se s 1 nanometrem.	{0} nanometry	Spokojíme se s 3 nanometry.	{0} nanometru	Spokojíme se s 0,1 nanometru.	{0} nanometry	Spokojíme se s 5 nanometry.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	nominative	{0} mikrometr	Chybí ještě 1 mikrometr.	{0} mikrometry	Chybí ještě 3 mikrometry.	{0} mikrometru	Chybí ještě 0,1 mikrometru.	{0} mikrometrů	Chybí ještě 5 mikrometrů.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	accusative	{0} mikrometr	Naměřili jsme 1 mikrometr.	{0} mikrometry	Naměřili jsme 3 mikrometry.	{0} mikrometru	Naměřili jsme 0,1 mikrometru.	{0} mikrometrů	Naměřili jsme 5 mikrometrů.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	genitive	{0} mikrometru	Bez 1 mikrometru se obejdeme.	{0} mikrometrů	Bez 3 mikrometrů se obejdeme.	{0} mikrometru	Bez 0,1 mikrometru se obejdeme.	{0} mikrometrů	Bez 5 mikrometrů se obejdeme.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	locative	{0} mikrometru	Po 1 mikrometru se zastavil.	{0} mikrometrech	Po 3 mikrometrech se zastavil.	{0} mikrometru	Po 0,1 mikrometru se zastavil.	{0} mikrometrech	Po 5 mikrometrech se zastavil.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	dative	{0} mikrometru	Díky 1 mikrometru navíc to mohl stihnout.	{0} mikrometrům	Díky 3 mikrometrům navíc to mohl stihnout.	{0} mikrometru	Díky 0,1 mikrometru navíc to mohl stihnout.	{0} mikrometrům	Díky 5 mikrometrům navíc to mohl stihnout.
length	micrometers	inanimate	Jeden mikrometr stál 135 Kč.	instrumental	{0} mikrometrem	Spokojíme se s 1 mikrometrem.	{0} mikrometry	Spokojíme se s 3 mikrometry.	{0} mikrometru	Spokojíme se s 0,1 mikrometru.	{0} mikrometry	Spokojíme se s 5 mikrometry.
