# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	viens kilometrs stundā	dative	{0} kilometru stundā	pietiks 10 kilometru stundā	{0} kilometram stundā	pietiks 21 kilometram stundā	{0} kilometriem stundā	pietiks 3 kilometriem stundā
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	nominative	{0} jūdžu stundā	pagājusi 10 jūdžu stundā	{0} jūdze stundā	pagājusi 21 jūdze stundā	{0} jūdzes stundā	pagājusi 3 jūdzes stundā
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	accusative	{0} jūdžu stundā	palikt 10 jūdžu stundā	{0} jūdze stundā	palikt 21 jūdze stundā	{0} jūdzes stundā	palikt 3 jūdzes stundā
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	genitive	{0} jūdžu stundā	10 jūdžu stundā brauciens	{0} jūdze stundā	21 jūdze stundā brauciens	{0} jūdzes stundā	3 jūdzes stundā brauciens
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	locative	{0} jūdžu stundā	izdarīts 10 jūdžu stundā	{0} jūdze stundā	izdarīts 21 jūdze stundā	{0} jūdzes stundā	izdarīts 3 jūdzes stundā
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	dative	{0} jūdžu stundā	pietiks 10 jūdžu stundā	{0} jūdze stundā	pietiks 21 jūdze stundā	{0} jūdzes stundā	pietiks 3 jūdzes stundā
speed	meters per second	masculine	viens metrs sekundē	nominative	{0} metru sekundē	pagājusi 10 metru sekundē	{0} metrs sekundē	pagājusi 21 metrs sekundē	{0} metri sekundē	pagājusi 3 metri sekundē
speed	meters per second	masculine	viens metrs sekundē	accusative	{0} metru sekundē	palikt 10 metru sekundē	{0} metru sekundē	palikt 21 metru sekundē	{0} metrus sekundē	palikt 3 metrus sekundē
speed	meters per second	masculine	viens metrs sekundē	genitive	{0} metru sekundē	10 metru sekundē brauciens	{0} metra sekundē	21 metra sekundē brauciens	{0} metru sekundē	3 metru sekundē brauciens
speed	meters per second	masculine	viens metrs sekundē	locative	{0} metru sekundē	izdarīts 10 metru sekundē	{0} metrā sekundē	izdarīts 21 metrā sekundē	{0} metros sekundē	izdarīts 3 metros sekundē
speed	meters per second	masculine	viens metrs sekundē	dative	{0} metru sekundē	pietiks 10 metru sekundē	{0} metram sekundē	pietiks 21 metram sekundē	{0} metriem sekundē	pietiks 3 metriem sekundē
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	nominative	{0} light	pagājusi 10 light	{0} light	pagājusi 21 light	{0} light	pagājusi 3 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	accusative	{0} light	palikt 10 light	{0} light	palikt 21 light	{0} light	palikt 3 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	genitive	{0} light	10 light brauciens	{0} light	21 light brauciens	{0} light	3 light brauciens
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	locative	{0} light	izdarīts 10 light	{0} light	izdarīts 21 light	{0} light	izdarīts 3 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	dative	{0} light	pietiks 10 light	{0} light	pietiks 21 light	{0} light	pietiks 3 light
substance-amount	items	masculine	viens vienums	nominative	{0} vienumu	pagājusi 10 vienumu	{0} vienums	pagājusi 21 vienums	{0} vienumi	pagājusi 3 vienumi
substance-amount	items	masculine	viens vienums	accusative	{0} vienumu	palikt 10 vienumu	{0} vienumu	palikt 21 vienumu	{0} vienumus	palikt 3 vienumus
substance-amount	items	masculine	viens vienums	genitive	{0} vienumu	10 vienumu brauciens	{0} vienuma	21 vienuma brauciens	{0} vienumu	3 vienumu brauciens
substance-amount	items	masculine	viens vienums	locative	{0} vienumu	izdarīts 10 vienumu	{0} vienumā	izdarīts 21 vienumā	{0} vienumos	izdarīts 3 vienumos
substance-amount	items	masculine	viens vienums	dative	{0} vienumu	pietiks 10 vienumu	{0} vienumam	pietiks 21 vienumam	{0} vienumiem	pietiks 3 vienumiem
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	viens mols	nominative	{0} molu	pagājusi 10 molu	{0} mols	pagājusi 21 mols	{0} moli	pagājusi 3 moli
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	viens mols	accusative	{0} molu	palikt 10 molu	{0} molu	palikt 21 molu	{0} molus	palikt 3 molus
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	viens mols	genitive	{0} molu	10 molu brauciens	{0} mola	21 mola brauciens	{0} molu	3 molu brauciens
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	viens mols	locative	{0} molu	izdarīts 10 molu	{0} molā	izdarīts 21 molā	{0} molos	izdarīts 3 molos
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	viens mols	dative	{0} molu	pietiks 10 molu	{0} molam	pietiks 21 molam	{0} moliem	pietiks 3 moliem
temperature	degrees temperature	masculine	viens grāds	nominative	{0}°	pagājusi 10°	{0} grāds	pagājusi 21 grāds	{0} grādi	pagājusi 3 grādi
temperature	degrees temperature	masculine	viens grāds	accusative	{0} grādu	palikt 10 grādu	{0} grādu	palikt 21 grādu	{0} grādus	palikt 3 grādus
temperature	degrees temperature	masculine	viens grāds	genitive	{0} grādu	10 grādu brauciens	{0} grāda	21 grāda brauciens	{0} grādu	3 grādu brauciens
temperature	degrees temperature	masculine	viens grāds	locative	{0} grādu	izdarīts 10 grādu	{0} grādā	izdarīts 21 grādā	{0} grādos	izdarīts 3 grādos
temperature	degrees temperature	masculine	viens grāds	dative	{0} grādu	pietiks 10 grādu	{0} grādam	pietiks 21 grādam	{0} grādiem	pietiks 3 grādiem
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	nominative	{0} Fārenheita grādu	pagājusi 10 Fārenheita grādu	{0} Fārenheita grāds	pagājusi 21 Fārenheita grāds	{0} Fārenheita grādi	pagājusi 3 Fārenheita grādi
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	accusative	{0} Fārenheita grādu	palikt 10 Fārenheita grādu	{0} Fārenheita grāds	palikt 21 Fārenheita grāds	{0} Fārenheita grādi	palikt 3 Fārenheita grādi
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	genitive	{0} Fārenheita grādu	10 Fārenheita grādu brauciens	{0} Fārenheita grāds	21 Fārenheita grāds brauciens	{0} Fārenheita grādi	3 Fārenheita grādi brauciens
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	locative	{0} Fārenheita grādu	izdarīts 10 Fārenheita grādu	{0} Fārenheita grāds	izdarīts 21 Fārenheita grāds	{0} Fārenheita grādi	izdarīts 3 Fārenheita grādi
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	dative	{0} Fārenheita grādu	pietiks 10 Fārenheita grādu	{0} Fārenheita grāds	pietiks 21 Fārenheita grāds	{0} Fārenheita grādi	pietiks 3 Fārenheita grādi
temperature	celsius • ( = 1 K)	masculine	viens Celsija grāds	nominative	{0} Celsija grādu	pagājusi 10 Celsija grādu	{0} Celsija grāds	pagājusi 21 Celsija grāds	{0} Celsija grādi	pagājusi 3 Celsija grādi
temperature	celsius • ( = 1 K)	masculine	viens Celsija grāds	accusative	{0} Celsija grādu	palikt 10 Celsija grādu	{0} Celsija grādu	palikt 21 Celsija grādu	{0} Celsija grādus	palikt 3 Celsija grādus
temperature	celsius • ( = 1 K)	masculine	viens Celsija grāds	genitive	{0} Celsija grādu	10 Celsija grādu brauciens	{0} Celsija grāda	21 Celsija grāda brauciens	{0} Celsija grādu	3 Celsija grādu brauciens
temperature	celsius • ( = 1 K)	masculine	viens Celsija grāds	locative	{0} Celsija grādu	izdarīts 10 Celsija grādu	{0} Celsija grādā	izdarīts 21 Celsija grādā	{0} Celsija grādos	izdarīts 3 Celsija grādos
temperature	celsius • ( = 1 K)	masculine	viens Celsija grāds	dative	{0} Celsija grādu	pietiks 10 Celsija grādu	{0} Celsija grādam	pietiks 21 Celsija grādam	{0} Celsija grādiem	pietiks 3 Celsija grādiem
temperature	kelvins	masculine	viens kelvins	nominative	{0} kelvinu	pagājusi 10 kelvinu	{0} kelvins	pagājusi 21 kelvins	{0} kelvini	pagājusi 3 kelvini
temperature	kelvins	masculine	viens kelvins	accusative	{0} kelvinu	palikt 10 kelvinu	{0} kelvinu	palikt 21 kelvinu	{0} kelvinus	palikt 3 kelvinus
temperature	kelvins	masculine	viens kelvins	genitive	{0} kelvinu	10 kelvinu brauciens	{0} kelvina	21 kelvina brauciens	{0} kelvinu	3 kelvinu brauciens
temperature	kelvins	masculine	viens kelvins	locative	{0} kelvinu	izdarīts 10 kelvinu	{0} kelvinā	izdarīts 21 kelvinā	{0} kelvinos	izdarīts 3 kelvinos
temperature	kelvins	masculine	viens kelvins	dative	{0} kelvinu	pietiks 10 kelvinu	{0} kelvinam	pietiks 21 kelvinam	{0} kelvinam	pietiks 3 kelvinam
typewidth	typographic ems	feminine	gara em	nominative	{0} em	pagājusi 10 em	{0} em	pagājusi 21 em	{0} em	pagājusi 3 em
typewidth	typographic ems	feminine	gara em	accusative	{0} em	palikt 10 em	{0} em	palikt 21 em	{0} em	palikt 3 em
typewidth	typographic ems	feminine	gara em	genitive	{0} em	10 em brauciens	{0} em	21 em brauciens	{0} em	3 em brauciens
typewidth	typographic ems	feminine	gara em	locative	{0} em	izdarīts 10 em	{0} em	izdarīts 21 em	{0} em	izdarīts 3 em
typewidth	typographic ems	feminine	gara em	dative	{0} em	pietiks 10 em	{0} em	pietiks 21 em	{0} em	pietiks 3 em
voltage	volts	masculine	viens volts	nominative	{0} voltu	pagājusi 10 voltu	{0} volts	pagājusi 21 volts	{0} volti	pagājusi 3 volti
voltage	volts	masculine	viens volts	accusative	{0} voltu	palikt 10 voltu	{0} voltu	palikt 21 voltu	{0} voltus	palikt 3 voltus
voltage	volts	masculine	viens volts	genitive	{0} voltu	10 voltu brauciens	{0} volta	21 volta brauciens	{0} voltu	3 voltu brauciens
voltage	volts	masculine	viens volts	locative	{0} voltu	izdarīts 10 voltu	{0} voltā	izdarīts 21 voltā	{0} voltos	izdarīts 3 voltos
voltage	volts	masculine	viens volts	dative	{0} voltu	pietiks 10 voltu	{0} voltam	pietiks 21 voltam	{0} voltiem	pietiks 3 voltiem
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	nominative	{0} pilienu	pagājusi 10 pilienu	{0} piliens	pagājusi 21 piliens	{0} pilieni	pagājusi 3 pilieni
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	accusative	{0} pilienu	palikt 10 pilienu	{0} piliens	palikt 21 piliens	{0} pilieni	palikt 3 pilieni
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	genitive	{0} pilienu	10 pilienu brauciens	{0} piliens	21 piliens brauciens	{0} pilieni	3 pilieni brauciens
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	locative	{0} pilienu	izdarīts 10 pilienu	{0} piliens	izdarīts 21 piliens	{0} pilieni	izdarīts 3 pilieni
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	dative	{0} pilienu	pietiks 10 pilienu	{0} piliens	pietiks 21 piliens	{0} pilieni	pietiks 3 pilieni
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	nominative	{0} šķipsniņu	pagājusi 10 šķipsniņu	{0} šķipsniņa	pagājusi 21 šķipsniņa	{0} šķipsniņas	pagājusi 3 šķipsniņas
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	accusative	{0} šķipsniņu	palikt 10 šķipsniņu	{0} šķipsniņa	palikt 21 šķipsniņa	{0} šķipsniņas	palikt 3 šķipsniņas
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	genitive	{0} šķipsniņu	10 šķipsniņu brauciens	{0} šķipsniņa	21 šķipsniņa brauciens	{0} šķipsniņas	3 šķipsniņas brauciens
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	locative	{0} šķipsniņu	izdarīts 10 šķipsniņu	{0} šķipsniņa	izdarīts 21 šķipsniņa	{0} šķipsniņas	izdarīts 3 šķipsniņas
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	dative	{0} šķipsniņu	pietiks 10 šķipsniņu	{0} šķipsniņa	pietiks 21 šķipsniņa	{0} šķipsniņas	pietiks 3 šķipsniņas
volume	cubic-centimeter • ( = 1 mL)	masculine	viens kubikcentimetrs	nominative	{0} kubikcentimetru	pagājusi 10 kubikcentimetru	{0} kubikcentimetrs	pagājusi 21 kubikcentimetrs	{0} kubikcentimetri	pagājusi 3 kubikcentimetri
volume	cubic-centimeter • ( = 1 mL)	masculine	viens kubikcentimetrs	accusative	{0} kubikcentimetru	palikt 10 kubikcentimetru	{0} kubikcentimetru	palikt 21 kubikcentimetru	{0} kubikcentimetrus	palikt 3 kubikcentimetrus
volume	cubic-centimeter • ( = 1 mL)	masculine	viens kubikcentimetrs	genitive	{0} kubikcentimetru	10 kubikcentimetru brauciens	{0} kubikcentimetru	21 kubikcentimetru brauciens	{0} kubikcentimetru	3 kubikcentimetru brauciens
volume	cubic-centimeter • ( = 1 mL)	masculine	viens kubikcentimetrs	locative	{0} kubikcentimetru	izdarīts 10 kubikcentimetru	{0} kubikcentimetrā	izdarīts 21 kubikcentimetrā	{0} kubikcentimetros	izdarīts 3 kubikcentimetros
volume	cubic-centimeter • ( = 1 mL)	masculine	viens kubikcentimetrs	dative	{0} kubikcentimetru	pietiks 10 kubikcentimetru	{0} kubikcentimetram	pietiks 21 kubikcentimetram	{0} kubikcentimetriem	pietiks 3 kubikcentimetriem
volume	milliliters	masculine	viens mililitrs	nominative	{0} mililitru	pagājusi 10 mililitru	{0} mililitrs	pagājusi 21 mililitrs	{0} mililitri	pagājusi 3 mililitri
volume	milliliters	masculine	viens mililitrs	accusative	{0} mililitru	palikt 10 mililitru	{0} mililitru	palikt 21 mililitru	{0} mililitrus	palikt 3 mililitrus
volume	milliliters	masculine	viens mililitrs	genitive	{0} mililitru	10 mililitru brauciens	{0} mililitra	21 mililitra brauciens	{0} mililitru	3 mililitru brauciens
volume	milliliters	masculine	viens mililitrs	locative	{0} mililitru	izdarīts 10 mililitru	{0} mililitrā	izdarīts 21 mililitrā	{0} mililitros	izdarīts 3 mililitros
volume	milliliters	masculine	viens mililitrs	dative	{0} mililitru	pietiks 10 mililitru	{0} mililitram	pietiks 21 mililitram	{0} mililitriem	pietiks 3 mililitriem
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} deserta karošu	pagājusi 10 deserta karošu	{0} deserta karote	pagājusi 21 deserta karote	{0} deserta karotes	pagājusi 3 deserta karotes
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	accusative	{0} deserta karošu	palikt 10 deserta karošu	{0} deserta karote	palikt 21 deserta karote	{0} deserta karotes	palikt 3 deserta karotes
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	genitive	{0} deserta karošu	10 deserta karošu brauciens	{0} deserta karote	21 deserta karote brauciens	{0} deserta karotes	3 deserta karotes brauciens
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	locative	{0} deserta karošu	izdarīts 10 deserta karošu	{0} deserta karote	izdarīts 21 deserta karote	{0} deserta karotes	izdarīts 3 deserta karotes
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	dative	{0} deserta karošu	pietiks 10 deserta karošu	{0} deserta karote	pietiks 21 deserta karote	{0} deserta karotes	pietiks 3 deserta karotes
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} britu deserta karošu	pagājusi 10 britu deserta karošu	{0} britu deserta karote	pagājusi 21 britu deserta karote	{0} britu deserta karotes	pagājusi 3 britu deserta karotes
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	accusative	{0} britu deserta karošu	palikt 10 britu deserta karošu	{0} britu deserta karote	palikt 21 britu deserta karote	{0} britu deserta karotes	palikt 3 britu deserta karotes
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	genitive	{0} britu deserta karošu	10 britu deserta karošu brauciens	{0} britu deserta karote	21 britu deserta karote brauciens	{0} britu deserta karotes	3 britu deserta karotes brauciens
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	locative	{0} britu deserta karošu	izdarīts 10 britu deserta karošu	{0} britu deserta karote	izdarīts 21 britu deserta karote	{0} britu deserta karotes	izdarīts 3 britu deserta karotes
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	dative	{0} britu deserta karošu	pietiks 10 britu deserta karošu	{0} britu deserta karote	pietiks 21 britu deserta karote	{0} britu deserta karotes	pietiks 3 britu deserta karotes
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} šķidruma drahmu	pagājusi 10 šķidruma drahmu	{0} šķidruma drahma	pagājusi 21 šķidruma drahma	{0} šķidruma drahmas	pagājusi 3 šķidruma drahmas
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	accusative	{0} šķidruma drahmu	palikt 10 šķidruma drahmu	{0} šķidruma drahma	palikt 21 šķidruma drahma	{0} šķidruma drahmas	palikt 3 šķidruma drahmas
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	genitive	{0} šķidruma drahmu	10 šķidruma drahmu brauciens	{0} šķidruma drahma	21 šķidruma drahma brauciens	{0} šķidruma drahmas	3 šķidruma drahmas brauciens
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	locative	{0} šķidruma drahmu	izdarīts 10 šķidruma drahmu	{0} šķidruma drahma	izdarīts 21 šķidruma drahma	{0} šķidruma drahmas	izdarīts 3 šķidruma drahmas
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	dative	{0} šķidruma drahmu	pietiks 10 šķidruma drahmu	{0} šķidruma drahma	pietiks 21 šķidruma drahma	{0} šķidruma drahmas	pietiks 3 šķidruma drahmas
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} tējkarošu	pagājusi 10 tējkarošu	{0} tējkarote	pagājusi 21 tējkarote	{0} tējkarotes	pagājusi 3 tējkarotes
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	accusative	{0} tējkarošu	palikt 10 tējkarošu	{0} tējkarote	palikt 21 tējkarote	{0} tējkarotes	palikt 3 tējkarotes
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	genitive	{0} tējkarošu	10 tējkarošu brauciens	{0} tējkarote	21 tējkarote brauciens	{0} tējkarotes	3 tējkarotes brauciens
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	locative	{0} tējkarošu	izdarīts 10 tējkarošu	{0} tējkarote	izdarīts 21 tējkarote	{0} tējkarotes	izdarīts 3 tējkarotes
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	dative	{0} tējkarošu	pietiks 10 tējkarošu	{0} tējkarote	pietiks 21 tējkarote	{0} tējkarotes	pietiks 3 tējkarotes
volume	centiliters	masculine	viens centilitrs	nominative	{0} centilitru	pagājusi 10 centilitru	{0} centilitrs	pagājusi 21 centilitrs	{0} centilitri	pagājusi 3 centilitri
volume	centiliters	masculine	viens centilitrs	accusative	{0} centilitru	palikt 10 centilitru	{0} centilitru	palikt 21 centilitru	{0} centilitrus	palikt 3 centilitrus
volume	centiliters	masculine	viens centilitrs	genitive	{0} centilitru	10 centilitru brauciens	{0} centilitra	21 centilitra brauciens	{0} centilitru	3 centilitru brauciens
volume	centiliters	masculine	viens centilitrs	locative	{0} centilitru	izdarīts 10 centilitru	{0} centilitrā	izdarīts 21 centilitrā	{0} centilitros	izdarīts 3 centilitros
volume	centiliters	masculine	viens centilitrs	dative	{0} centilitru	pietiks 10 centilitru	{0} centilitram	pietiks 21 centilitram	{0} centilitriem	pietiks 3 centilitriem
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} ēdamkarošu	pagājusi 10 ēdamkarošu	{0} ēdamkarote	pagājusi 21 ēdamkarote	{0} ēdamkarotes	pagājusi 3 ēdamkarotes
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	accusative	{0} ēdamkarošu	palikt 10 ēdamkarošu	{0} ēdamkarote	palikt 21 ēdamkarote	{0} ēdamkarotes	palikt 3 ēdamkarotes
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	genitive	{0} ēdamkarošu	10 ēdamkarošu brauciens	{0} ēdamkarote	21 ēdamkarote brauciens	{0} ēdamkarotes	3 ēdamkarotes brauciens
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	locative	{0} ēdamkarošu	izdarīts 10 ēdamkarošu	{0} ēdamkarote	izdarīts 21 ēdamkarote	{0} ēdamkarotes	izdarīts 3 ēdamkarotes
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	dative	{0} ēdamkarošu	pietiks 10 ēdamkarošu	{0} ēdamkarote	pietiks 21 ēdamkarote	{0} ēdamkarotes	pietiks 3 ēdamkarotes
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} kubikcollu	pagājusi 10 kubikcollu	{0} kubikcolla	pagājusi 21 kubikcolla	{0} kubikcollas	pagājusi 3 kubikcollas
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	accusative	{0} kubikcollu	palikt 10 kubikcollu	{0} kubikcolla	palikt 21 kubikcolla	{0} kubikcollas	palikt 3 kubikcollas
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	genitive	{0} kubikcollu	10 kubikcollu brauciens	{0} kubikcolla	21 kubikcolla brauciens	{0} kubikcollas	3 kubikcollas brauciens
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	locative	{0} kubikcollu	izdarīts 10 kubikcollu	{0} kubikcolla	izdarīts 21 kubikcolla	{0} kubikcollas	izdarīts 3 kubikcollas
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	dative	{0} kubikcollu	pietiks 10 kubikcollu	{0} kubikcolla	pietiks 21 kubikcolla	{0} kubikcollas	pietiks 3 kubikcollas
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} britu šķidruma unču	pagājusi 10 britu šķidruma unču	{0} britu šķidruma unce	pagājusi 21 britu šķidruma unce	{0} britu šķidruma unces	pagājusi 3 britu šķidruma unces
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	accusative	{0} britu šķidruma unču	palikt 10 britu šķidruma unču	{0} britu šķidruma unce	palikt 21 britu šķidruma unce	{0} britu šķidruma unces	palikt 3 britu šķidruma unces
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	genitive	{0} britu šķidruma unču	10 britu šķidruma unču brauciens	{0} britu šķidruma unce	21 britu šķidruma unce brauciens	{0} britu šķidruma unces	3 britu šķidruma unces brauciens
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	locative	{0} britu šķidruma unču	izdarīts 10 britu šķidruma unču	{0} britu šķidruma unce	izdarīts 21 britu šķidruma unce	{0} britu šķidruma unces	izdarīts 3 britu šķidruma unces
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	dative	{0} britu šķidruma unču	pietiks 10 britu šķidruma unču	{0} britu šķidruma unce	pietiks 21 britu šķidruma unce	{0} britu šķidruma unces	pietiks 3 britu šķidruma unces
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} šķidruma unču	pagājusi 10 šķidruma unču	{0} šķidruma unce	pagājusi 21 šķidruma unce	{0} šķidruma unces	pagājusi 3 šķidruma unces
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	accusative	{0} šķidruma unču	palikt 10 šķidruma unču	{0} šķidruma unce	palikt 21 šķidruma unce	{0} šķidruma unces	palikt 3 šķidruma unces
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	genitive	{0} šķidruma unču	10 šķidruma unču brauciens	{0} šķidruma unce	21 šķidruma unce brauciens	{0} šķidruma unces	3 šķidruma unces brauciens
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	locative	{0} šķidruma unču	izdarīts 10 šķidruma unču	{0} šķidruma unce	izdarīts 21 šķidruma unce	{0} šķidruma unces	izdarīts 3 šķidruma unces
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	dative	{0} šķidruma unču	pietiks 10 šķidruma unču	{0} šķidruma unce	pietiks 21 šķidruma unce	{0} šķidruma unces	pietiks 3 šķidruma unces
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} mērglāzīšu	pagājusi 10 mērglāzīšu	{0} mērglāzīte	pagājusi 21 mērglāzīte	{0} mērglāzītes	pagājusi 3 mērglāzītes
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	accusative	{0} mērglāzīšu	palikt 10 mērglāzīšu	{0} mērglāzīte	palikt 21 mērglāzīte	{0} mērglāzītes	palikt 3 mērglāzītes
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	genitive	{0} mērglāzīšu	10 mērglāzīšu brauciens	{0} mērglāzīte	21 mērglāzīte brauciens	{0} mērglāzītes	3 mērglāzītes brauciens
