# Grammatical Features
#Locale	ID	Feature	Usage	Values
Punjabi	pa	grammaticalCase	general	nominative, oblique
Punjabi	pa	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} ਘੰਟਾ	<div class='cldr_example'><span class='cldr_substituted'>1</span> ਘੰਟਾ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ਘੰਟਾ</div>
Plural	other	{0} ਘੰਟੇ	<div class='cldr_example'><span class='cldr_substituted'>2</span> ਘੰਟੇ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ਘੰਟੇ</div>
Case (for measurement units)	nominative	ਅਧਿਆਪਕ ਨੇ {0} ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਪੜ੍ਹਾਇਆ</div>
Case (for measurement units)	oblique	ਅਧਿਆਪਕ ਨੇ {0} ਤੱਕ ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div>
Gender (for measurement units)	masculine	ਇਹ ਕਿੰਨੇ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div>
Gender (for measurement units)	feminine	ਇਹ ਕਿੰਨੀ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	nominative	{0} ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ ਪੜ੍ਹਾਇਆ
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	oblique	{0} ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਫਾਰੇਨਹਾਈਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
temperature	celsius • ( = 1 K)	masculine	ਇਹ ਕਿੰਨੇ ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਦਾ ਹੈ	nominative	{0} ਡਿਗਰੀ ਸੈਲਸੀਅਸ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ ਸੈਲਸੀਅਸ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਪੜ੍ਹਾਇਆ
temperature	celsius • ( = 1 K)	masculine	ਇਹ ਕਿੰਨੇ ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਦਾ ਹੈ	oblique	{0} ਡਿਗਰੀ ਸੈਲਸੀਅਸ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ ਸੈਲਸੀਅਸ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
temperature	kelvins	masculine	ਇਹ ਕਿੰਨੇ ਕੈਲਵਿਨ ਦਾ ਹੈ	nominative	{0} ਕੈਲਵਿਨ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਲਵਿਨ ਪੜ੍ਹਾਇਆ	{0} ਕੈਲਵਿਨ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਲਵਿਨ ਪੜ੍ਹਾਇਆ
temperature	kelvins	masculine	ਇਹ ਕਿੰਨੇ ਕੈਲਵਿਨ ਦਾ ਹੈ	oblique	{0} ਕੈਲਵਿਨ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਲਵਿਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੈਲਵਿਨ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਲਵਿਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
typewidth	typographic ems	masculine	ਇਹ ਕਿੰਨੇ ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਦਾ ਹੈ	nominative	{0} ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ	ਅਧਿਆਪਕ ਨੇ 1 ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਪੜ੍ਹਾਇਆ	{0} ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ	ਅਧਿਆਪਕ ਨੇ 3 ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਪੜ੍ਹਾਇਆ
typewidth	typographic ems	masculine	ਇਹ ਕਿੰਨੇ ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਦਾ ਹੈ	oblique	{0} ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ	ਅਧਿਆਪਕ ਨੇ 1 ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ	ਅਧਿਆਪਕ ਨੇ 3 ਟਾਈਪੋਗ੍ਰਾਫ਼ਿਕ ਐਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
voltage	volts	masculine	ਇਹ ਕਿੰਨੇ ਵੋਲਟ ਦਾ ਹੈ	nominative	{0} ਵੋਲਟ	ਅਧਿਆਪਕ ਨੇ 1 ਵੋਲਟ ਪੜ੍ਹਾਇਆ	{0} ਵੋਲਟ	ਅਧਿਆਪਕ ਨੇ 3 ਵੋਲਟ ਪੜ੍ਹਾਇਆ
voltage	volts	masculine	ਇਹ ਕਿੰਨੇ ਵੋਲਟ ਦਾ ਹੈ	oblique	{0} ਵੋਲਟ	ਅਧਿਆਪਕ ਨੇ 1 ਵੋਲਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਵੋਲਟ	ਅਧਿਆਪਕ ਨੇ 3 ਵੋਲਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	nominative	{0} ਬੂੰਦ	ਅਧਿਆਪਕ ਨੇ 1 ਬੂੰਦ ਪੜ੍ਹਾਇਆ	{0} ਬੂੰਦ	ਅਧਿਆਪਕ ਨੇ 3 ਬੂੰਦ ਪੜ੍ਹਾਇਆ
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	oblique	{0} ਬੂੰਦ	ਅਧਿਆਪਕ ਨੇ 1 ਬੂੰਦ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਬੂੰਦ	ਅਧਿਆਪਕ ਨੇ 3 ਬੂੰਦ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	nominative	{0} ਚੁਟਕੀ	ਅਧਿਆਪਕ ਨੇ 1 ਚੁਟਕੀ ਪੜ੍ਹਾਇਆ	{0} ਚੁਟਕੀ	ਅਧਿਆਪਕ ਨੇ 3 ਚੁਟਕੀ ਪੜ੍ਹਾਇਆ
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	oblique	{0} ਚੁਟਕੀ	ਅਧਿਆਪਕ ਨੇ 1 ਚੁਟਕੀ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਚੁਟਕੀ	ਅਧਿਆਪਕ ਨੇ 3 ਚੁਟਕੀ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	cubic-centimeter • ( = 1 mL)	masculine	ਇਹ ਕਿੰਨੇ ਘਣ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਘਣ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਘਣ ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਘਣ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਘਣ ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ
volume	cubic-centimeter • ( = 1 mL)	masculine	ਇਹ ਕਿੰਨੇ ਘਣ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਘਣ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਘਣ ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਘਣ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਘਣ ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	milliliters	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਲਿਟਰ ਦਾ ਹੈ	nominative	{0} ਮਿਲੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਲਿਟਰ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਲਿਟਰ ਪੜ੍ਹਾਇਆ
volume	milliliters	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਲਿਟਰ ਦਾ ਹੈ	oblique	{0} ਮਿਲੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਜ਼ਰਟ ਸਪੂਨ ਪੜ੍ਹਾਇਆ	{0} ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਜ਼ਰਟ ਸਪੂਨ ਪੜ੍ਹਾਇਆ
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	oblique	{0} ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਜ਼ਰਟ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਜ਼ਰਟ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ ਪੜ੍ਹਾਇਆ
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	oblique	{0} ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਡੈਜ਼ਰਟ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} ਚੁਸਕੀ	ਅਧਿਆਪਕ ਨੇ 1 ਚੁਸਕੀ ਪੜ੍ਹਾਇਆ	{0} ਚੁਸਕੀ	ਅਧਿਆਪਕ ਨੇ 3 ਚੁਸਕੀ ਪੜ੍ਹਾਇਆ
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	oblique	{0} ਚੁਸਕੀ	ਅਧਿਆਪਕ ਨੇ 1 ਚੁਸਕੀ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਚੁਸਕੀ	ਅਧਿਆਪਕ ਨੇ 3 ਚੁਸਕੀ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} ਟੀ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਟੀ ਸਪੂਨ ਪੜ੍ਹਾਇਆ	{0} ਟੀ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਟੀ ਸਪੂਨ ਪੜ੍ਹਾਇਆ
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	oblique	{0} ਟੀ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਟੀ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਟੀ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਟੀ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	centiliters	masculine	ਇਹ ਕਿੰਨੇ ਸੈਂਟੀਲਿਟਰ ਦਾ ਹੈ	nominative	{0} ਸੈਂਟੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਸੈਂਟੀਲਿਟਰ ਪੜ੍ਹਾਇਆ	{0} ਸੈਂਟੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਸੈਂਟੀਲਿਟਰ ਪੜ੍ਹਾਇਆ
volume	centiliters	masculine	ਇਹ ਕਿੰਨੇ ਸੈਂਟੀਲਿਟਰ ਦਾ ਹੈ	oblique	{0} ਸੈਂਟੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਸੈਂਟੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸੈਂਟੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਸੈਂਟੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} ਟੇਬਲ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਟੇਬਲ ਸਪੂਨ ਪੜ੍ਹਾਇਆ	{0} ਟੇਬਲ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਟੇਬਲ ਸਪੂਨ ਪੜ੍ਹਾਇਆ
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	oblique	{0} ਟੇਬਲ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 1 ਟੇਬਲ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਟੇਬਲ ਸਪੂਨ	ਅਧਿਆਪਕ ਨੇ 3 ਟੇਬਲ ਸਪੂਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} ਘਣ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਘਣ ਇੰਚ ਪੜ੍ਹਾਇਆ	{0} ਘਣ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਘਣ ਇੰਚ ਪੜ੍ਹਾਇਆ
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	oblique	{0} ਘਣ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਘਣ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਘਣ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਘਣ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ ਪੜ੍ਹਾਇਆ
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	oblique	{0} ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਫਲੁਡ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} ਤਰਲ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਤਰਲ ਔਂਸ ਪੜ੍ਹਾਇਆ	{0} ਤਰਲ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਤਰਲ ਔਂਸ ਪੜ੍ਹਾਇਆ
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	oblique	{0} ਤਰਲ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਤਰਲ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਤਰਲ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਤਰਲ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} ਚੱਕਾ	ਅਧਿਆਪਕ ਨੇ 1 ਚੱਕਾ ਪੜ੍ਹਾਇਆ	{0} ਚੱਕਾ	ਅਧਿਆਪਕ ਨੇ 3 ਚੱਕਾ ਪੜ੍ਹਾਇਆ
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	oblique	{0} ਚੱਕਾ	ਅਧਿਆਪਕ ਨੇ 1 ਚੱਕਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਚੱਕਾ	ਅਧਿਆਪਕ ਨੇ 3 ਚੱਕਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	deciliter • ( = 10 cL)	masculine	ਇਹ ਕਿੰਨੇ ਡੈਸੀਲਿਟਰ ਦਾ ਹੈ	nominative	{0} ਡੈਸੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਸੀਲਿਟਰ ਪੜ੍ਹਾਇਆ	{0} ਡੈਸੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਸੀਲਿਟਰ ਪੜ੍ਹਾਇਆ
volume	deciliter • ( = 10 cL)	masculine	ਇਹ ਕਿੰਨੇ ਡੈਸੀਲਿਟਰ ਦਾ ਹੈ	oblique	{0} ਡੈਸੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਸੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡੈਸੀਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਸੀਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 1 ਕੱਪ ਪੜ੍ਹਾਇਆ	{0} ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 3 ਕੱਪ ਪੜ੍ਹਾਇਆ
volume	cup • ( = 23.65882365 cL)	n/a	n/a	oblique	{0} ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 1 ਕੱਪ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 3 ਕੱਪ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	cup-metric • ( = 25 cL)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਕੱਪ ਦਾ ਹੈ	nominative	{0} ਮੀਟਰਿਕ ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਕੱਪ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਕੱਪ ਪੜ੍ਹਾਇਆ
volume	cup-metric • ( = 25 cL)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਕੱਪ ਦਾ ਹੈ	oblique	{0} ਮੀਟਰਿਕ ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਕੱਪ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਕੱਪ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਕੱਪ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	pint • ( = 47.3176473 cL)	n/a	n/a	nominative	{0} ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿੰਟ ਪੜ੍ਹਾਇਆ	{0} ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿੰਟ ਪੜ੍ਹਾਇਆ
volume	pint • ( = 47.3176473 cL)	n/a	n/a	oblique	{0} ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	pint-metric • ( = 50 cL)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਪਿੰਟ ਦਾ ਹੈ	nominative	{0} ਮੀਟਰਿਕ ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਪਿੰਟ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਪਿੰਟ ਪੜ੍ਹਾਇਆ
volume	pint-metric • ( = 50 cL)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਪਿੰਟ ਦਾ ਹੈ	oblique	{0} ਮੀਟਰਿਕ ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਪਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਪਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਪਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	quart • ( = 0.946352946 L)	n/a	n/a	nominative	{0} ਕੁਆਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੁਆਟ ਪੜ੍ਹਾਇਆ	{0} ਕੁਆਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੁਆਟ ਪੜ੍ਹਾਇਆ
volume	quart • ( = 0.946352946 L)	n/a	n/a	oblique	{0} ਕੁਆਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੁਆਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੁਆਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੁਆਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	liters	masculine	ਇਹ ਕਿੰਨੇ ਲਿਟਰ ਦਾ ਹੈ	nominative	{0} ਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਲਿਟਰ ਪੜ੍ਹਾਇਆ	{0} ਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਲਿਟਰ ਪੜ੍ਹਾਇਆ
volume	liters	masculine	ਇਹ ਕਿੰਨੇ ਲਿਟਰ ਦਾ ਹੈ	oblique	{0} ਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਲਿਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਲਿਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	nominative	{0} ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ ਪੜ੍ਹਾਇਆ
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	oblique	{0} ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਪੀਰੀਅਲ ਚੁਥਾਈ ਗੈਲਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
volume	gallon • ( = 3.785411784 L)	n/a	n/a	nominative	{0} ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 1 ਗੈਲਨ ਪੜ੍ਹਾਇਆ	{0} ਗੈਲਨ	ਅਧਿਆਪਕ ਨੇ 3 ਗੈਲਨ ਪੜ੍ਹਾਇਆ
