# Grammatical Features
#Locale	ID	Feature	Usage	Values
Croatian	hr	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Croatian	hr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Croatian	hr	grammaticalGender	general	animate, inanimate, feminine, neuter
Croatian	hr	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} sat	<div class='cldr_example'><span class='cldr_substituted'>1</span> sat</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sat</div>
Plural	few	{0} sata	<div class='cldr_example'><span class='cldr_substituted'>2</span> sata</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sata</div>
Plural	other	{0} sati	<div class='cldr_example'><span class='cldr_substituted'>5</span> sati</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> sati</div>
Case (for measurement units)	nominative	{0} je...	<div class='cldr_example'><span class='cldr_substituted'>2 kvadratna metra</span> je...</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 kvadratnog metra</span> je...</div>
Case (for measurement units)	accusative	Izmjerio je {0}	<div class='cldr_example'>Izmjerio je <span class='cldr_substituted'>2 kvadratna metra</span></div><div class='cldr_example'>❌  Izmjerio je <span class='cldr_substituted'>1 kvadratnog metra</span></div>
Case (for measurement units)	genitive	Mjerenje {0}	<div class='cldr_example'>Mjerenje <span class='cldr_substituted'>1 kvadratnog metra</span></div><div class='cldr_example'>❌  Mjerenje <span class='cldr_substituted'>2 kvadratna metra</span></div>
Case (for measurement units)	instrumental	Razgovara s {0}	<div class='cldr_example'>Razgovara s <span class='cldr_substituted'>1 kvadratnim metrom</span></div><div class='cldr_example'>❌  Razgovara s <span class='cldr_substituted'>2 kvadratna metra</span></div>
Gender (for measurement units)	inanimate	Ovaj {0}...	<div class='cldr_example'>Ovaj <span class='cldr_substituted'>dan</span>...</div><div class='cldr_example'>❌  Ovaj <span class='cldr_substituted'>minuta</span>...</div>
Gender (for measurement units)	feminine	Ova {0}...	<div class='cldr_example'>Ova <span class='cldr_substituted'>minuta</span>...</div><div class='cldr_example'>❌  Ova <span class='cldr_substituted'>dan</span>...</div>
Gender (for measurement units)	neuter	Ovo {0}...	<div class='cldr_example'>Ovo <span class='cldr_substituted'>stoljeće</span>...</div><div class='cldr_example'>❌  Ovo <span class='cldr_substituted'>minuta</span>...</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for other	Case MP + pattern with 5.0
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	genitive	{0} jiggera	Mjerenje 21 jiggera	{0} jiggera	Mjerenje 3 jiggera	{0} jiggera	Mjerenje 5 jiggera
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	instrumental	{0} jiggera	Razgovara s 21 jiggera	{0} jiggera	Razgovara s 3 jiggera	{0} jiggera	Razgovara s 5 jiggera
volume	deciliter • ( = 10 cL)	inanimate	Ovaj decilitar...	nominative	{0} decilitar	21 decilitar je...	{0} decilitra	3 decilitra je...	{0} decilitara	5 decilitara je...
volume	deciliter • ( = 10 cL)	inanimate	Ovaj decilitar...	accusative	{0} decilitar	Izmjerio je 21 decilitar	{0} decilitra	Izmjerio je 3 decilitra	{0} decilitara	Izmjerio je 5 decilitara
volume	deciliter • ( = 10 cL)	inanimate	Ovaj decilitar...	genitive	{0} decilitra	Mjerenje 21 decilitra	{0} decilitra	Mjerenje 3 decilitra	{0} decilitara	Mjerenje 5 decilitara
volume	deciliter • ( = 10 cL)	inanimate	Ovaj decilitar...	instrumental	{0} decilitrom	Razgovara s 21 decilitrom	{0} decilitra	Razgovara s 3 decilitra	{0} decilitara	Razgovara s 5 decilitara
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} šalica	21 šalica je...	{0} šalice	3 šalice je...	{0} šalica	5 šalica je...
volume	cup • ( = 23.65882365 cL)	n/a	n/a	accusative	{0} šalica	Izmjerio je 21 šalica	{0} šalice	Izmjerio je 3 šalice	{0} šalica	Izmjerio je 5 šalica
volume	cup • ( = 23.65882365 cL)	n/a	n/a	genitive	{0} šalica	Mjerenje 21 šalica	{0} šalice	Mjerenje 3 šalice	{0} šalica	Mjerenje 5 šalica
volume	cup • ( = 23.65882365 cL)	n/a	n/a	instrumental	{0} šalica	Razgovara s 21 šalica	{0} šalice	Razgovara s 3 šalice	{0} šalica	Razgovara s 5 šalica
volume	cup-metric • ( = 25 cL)	feminine	Ova metrička šalica...	nominative	{0} metrička šalica	21 metrička šalica je...	{0} metričke šalice	3 metričke šalice je...	{0} metričkih šalica	5 metričkih šalica je...
volume	cup-metric • ( = 25 cL)	feminine	Ova metrička šalica...	accusative	{0} metričku šalicu	Izmjerio je 21 metričku šalicu	{0} metričke šalice	Izmjerio je 3 metričke šalice	{0} metričkih šalica	Izmjerio je 5 metričkih šalica
volume	cup-metric • ( = 25 cL)	feminine	Ova metrička šalica...	genitive	{0} metričke šalice	Mjerenje 21 metričke šalice	{0} metričke šalice	Mjerenje 3 metričke šalice	{0} metričkih šalica	Mjerenje 5 metričkih šalica
volume	cup-metric • ( = 25 cL)	feminine	Ova metrička šalica...	instrumental	{0} metričkom šalicom	Razgovara s 21 metričkom šalicom	{0} metričke šalice	Razgovara s 3 metričke šalice	{0} metričkih šalica	Razgovara s 5 metričkih šalica
volume	pint • ( = 47.3176473 cL)	n/a	n/a	nominative	{0} pinta	21 pinta je...	{0} pinte	3 pinte je...	{0} pinti	5 pinti je...
volume	pint • ( = 47.3176473 cL)	n/a	n/a	accusative	{0} pinta	Izmjerio je 21 pinta	{0} pinte	Izmjerio je 3 pinte	{0} pinti	Izmjerio je 5 pinti
volume	pint • ( = 47.3176473 cL)	n/a	n/a	genitive	{0} pinta	Mjerenje 21 pinta	{0} pinte	Mjerenje 3 pinte	{0} pinti	Mjerenje 5 pinti
volume	pint • ( = 47.3176473 cL)	n/a	n/a	instrumental	{0} pinta	Razgovara s 21 pinta	{0} pinte	Razgovara s 3 pinte	{0} pinti	Razgovara s 5 pinti
volume	pint-metric • ( = 50 cL)	feminine	Ova metrička pinta...	nominative	{0} metrička pinta	21 metrička pinta je...	{0} metričke pinte	3 metričke pinte je...	{0} metričkih pinti	5 metričkih pinti je...
volume	pint-metric • ( = 50 cL)	feminine	Ova metrička pinta...	accusative	{0} metričku pintu	Izmjerio je 21 metričku pintu	{0} metričke pinte	Izmjerio je 3 metričke pinte	{0} metričkih pinti	Izmjerio je 5 metričkih pinti
volume	pint-metric • ( = 50 cL)	feminine	Ova metrička pinta...	genitive	{0} metričke pinte	Mjerenje 21 metričke pinte	{0} metričke pinte	Mjerenje 3 metričke pinte	{0} metričkih pinti	Mjerenje 5 metričkih pinti
volume	pint-metric • ( = 50 cL)	feminine	Ova metrička pinta...	instrumental	{0} metričkom pintom	Razgovara s 21 metričkom pintom	{0} metričke pinte	Razgovara s 3 metričke pinte	{0} metričkih pinti	Razgovara s 5 metričkih pinti
volume	quart • ( = 0.946352946 L)	n/a	n/a	nominative	{0} četvrtina	21 četvrtina je...	{0} četvrtine	3 četvrtine je...	{0} četvrtina	5 četvrtina je...
volume	quart • ( = 0.946352946 L)	n/a	n/a	accusative	{0} četvrtina	Izmjerio je 21 četvrtina	{0} četvrtine	Izmjerio je 3 četvrtine	{0} četvrtina	Izmjerio je 5 četvrtina
volume	quart • ( = 0.946352946 L)	n/a	n/a	genitive	{0} četvrtina	Mjerenje 21 četvrtina	{0} četvrtine	Mjerenje 3 četvrtine	{0} četvrtina	Mjerenje 5 četvrtina
volume	quart • ( = 0.946352946 L)	n/a	n/a	instrumental	{0} četvrtina	Razgovara s 21 četvrtina	{0} četvrtine	Razgovara s 3 četvrtine	{0} četvrtina	Razgovara s 5 četvrtina
volume	liters	feminine	Ova litra...	nominative	{0} litra	21 litra je...	{0} litre	3 litre je...	{0} litara	5 litara je...
volume	liters	feminine	Ova litra...	accusative	{0} litru	Izmjerio je 21 litru	{0} litre	Izmjerio je 3 litre	{0} litara	Izmjerio je 5 litara
volume	liters	feminine	Ova litra...	genitive	{0} litre	Mjerenje 21 litre	{0} litre	Mjerenje 3 litre	{0} litara	Mjerenje 5 litara
volume	liters	feminine	Ova litra...	instrumental	{0} litrom	Razgovara s 21 litrom	{0} litre	Razgovara s 3 litre	{0} litara	Razgovara s 5 litara
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	nominative	{0} imperijalna četvrtina	21 imperijalna četvrtina je...	{0} imperijalne četvrtine	3 imperijalne četvrtine je...	{0} imperijalne četvrtine	5 imperijalne četvrtine je...
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	accusative	{0} imperijalna četvrtina	Izmjerio je 21 imperijalna četvrtina	{0} imperijalne četvrtine	Izmjerio je 3 imperijalne četvrtine	{0} imperijalne četvrtine	Izmjerio je 5 imperijalne četvrtine
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	genitive	{0} imperijalna četvrtina	Mjerenje 21 imperijalna četvrtina	{0} imperijalne četvrtine	Mjerenje 3 imperijalne četvrtine	{0} imperijalne četvrtine	Mjerenje 5 imperijalne četvrtine
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	instrumental	{0} imperijalna četvrtina	Razgovara s 21 imperijalna četvrtina	{0} imperijalne četvrtine	Razgovara s 3 imperijalne četvrtine	{0} imperijalne četvrtine	Razgovara s 5 imperijalne četvrtine
volume	gallon • ( = 3.785411784 L)	n/a	n/a	nominative	{0} galon	21 galon je...	{0} galona	3 galona je...	{0} galona	5 galona je...
volume	gallon • ( = 3.785411784 L)	n/a	n/a	accusative	{0} galon	Izmjerio je 21 galon	{0} galona	Izmjerio je 3 galona	{0} galona	Izmjerio je 5 galona
volume	gallon • ( = 3.785411784 L)	n/a	n/a	genitive	{0} galon	Mjerenje 21 galon	{0} galona	Mjerenje 3 galona	{0} galona	Mjerenje 5 galona
volume	gallon • ( = 3.785411784 L)	n/a	n/a	instrumental	{0} galon	Razgovara s 21 galon	{0} galona	Razgovara s 3 galona	{0} galona	Razgovara s 5 galona
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	nominative	{0} imp. galon	21 imp. galon je...	{0} imp. galona	3 imp. galona je...	{0} imp. galona	5 imp. galona je...
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	accusative	{0} imp. galon	Izmjerio je 21 imp. galon	{0} imp. galona	Izmjerio je 3 imp. galona	{0} imp. galona	Izmjerio je 5 imp. galona
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	genitive	{0} imp. galon	Mjerenje 21 imp. galon	{0} imp. galona	Mjerenje 3 imp. galona	{0} imp. galona	Mjerenje 5 imp. galona
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	instrumental	{0} imp. galon	Razgovara s 21 imp. galon	{0} imp. galona	Razgovara s 3 imp. galona	{0} imp. galona	Razgovara s 5 imp. galona
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	nominative	{0} kubna stopa	21 kubna stopa je...	{0} kubne stope	3 kubne stope je...	{0} kubnih stopa	5 kubnih stopa je...
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	accusative	{0} kubna stopa	Izmjerio je 21 kubna stopa	{0} kubne stope	Izmjerio je 3 kubne stope	{0} kubnih stopa	Izmjerio je 5 kubnih stopa
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	genitive	{0} kubna stopa	Mjerenje 21 kubna stopa	{0} kubne stope	Mjerenje 3 kubne stope	{0} kubnih stopa	Mjerenje 5 kubnih stopa
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	instrumental	{0} kubna stopa	Razgovara s 21 kubna stopa	{0} kubne stope	Razgovara s 3 kubne stope	{0} kubnih stopa	Razgovara s 5 kubnih stopa
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	nominative	{0} bušel	21 bušel je...	{0} bušela	3 bušela je...	{0} bušela	5 bušela je...
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	accusative	{0} bušel	Izmjerio je 21 bušel	{0} bušela	Izmjerio je 3 bušela	{0} bušela	Izmjerio je 5 bušela
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	genitive	{0} bušel	Mjerenje 21 bušel	{0} bušela	Mjerenje 3 bušela	{0} bušela	Mjerenje 5 bušela
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	instrumental	{0} bušel	Razgovara s 21 bušel	{0} bušela	Razgovara s 3 bušela	{0} bušela	Razgovara s 5 bušela
volume	hectoliters	inanimate	Ovaj hektolitar...	nominative	{0} hektolitar	21 hektolitar je...	{0} hektolitra	3 hektolitra je...	{0} hektolitara	5 hektolitara je...
volume	hectoliters	inanimate	Ovaj hektolitar...	accusative	{0} hektolitar	Izmjerio je 21 hektolitar	{0} hektolitra	Izmjerio je 3 hektolitra	{0} hektolitara	Izmjerio je 5 hektolitara
volume	hectoliters	inanimate	Ovaj hektolitar...	genitive	{0} hektolitra	Mjerenje 21 hektolitra	{0} hektolitra	Mjerenje 3 hektolitra	{0} hektolitara	Mjerenje 5 hektolitara
volume	hectoliters	inanimate	Ovaj hektolitar...	instrumental	{0} hektolitrom	Razgovara s 21 hektolitrom	{0} hektolitra	Razgovara s 3 hektolitra	{0} hektolitara	Razgovara s 5 hektolitara
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	nominative	{0} barel	21 barel je...	{0} barela	3 barela je...	{0} barela	5 barela je...
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	accusative	{0} barel	Izmjerio je 21 barel	{0} barela	Izmjerio je 3 barela	{0} barela	Izmjerio je 5 barela
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	genitive	{0} barel	Mjerenje 21 barel	{0} barela	Mjerenje 3 barela	{0} barela	Mjerenje 5 barela
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	instrumental	{0} barel	Razgovara s 21 barel	{0} barela	Razgovara s 3 barela	{0} barela	Razgovara s 5 barela
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	nominative	{0} kubni jard	21 kubni jard je...	{0} kubna jarda	3 kubna jarda je...	{0} kubnih jardi	5 kubnih jardi je...
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	accusative	{0} kubni jard	Izmjerio je 21 kubni jard	{0} kubna jarda	Izmjerio je 3 kubna jarda	{0} kubnih jardi	Izmjerio je 5 kubnih jardi
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	genitive	{0} kubni jard	Mjerenje 21 kubni jard	{0} kubna jarda	Mjerenje 3 kubna jarda	{0} kubnih jardi	Mjerenje 5 kubnih jardi
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	instrumental	{0} kubni jard	Razgovara s 21 kubni jard	{0} kubna jarda	Razgovara s 3 kubna jarda	{0} kubnih jardi	Razgovara s 5 kubnih jardi
volume	cubic meters	inanimate	Ovaj kubni metar...	nominative	{0} kubni metar	21 kubni metar je...	{0} kubna metra	3 kubna metra je...	{0} kubnih metara	5 kubnih metara je...
volume	cubic meters	inanimate	Ovaj kubni metar...	accusative	{0} kubni metar	Izmjerio je 21 kubni metar	{0} kubna metra	Izmjerio je 3 kubna metra	{0} kubnih metara	Izmjerio je 5 kubnih metara
volume	cubic meters	inanimate	Ovaj kubni metar...	genitive	{0} kubnog metra	Mjerenje 21 kubnog metra	{0} kubna metra	Mjerenje 3 kubna metra	{0} kubnih metara	Mjerenje 5 kubnih metara
volume	cubic meters	inanimate	Ovaj kubni metar...	instrumental	{0} kubnim metrom	Razgovara s 21 kubnim metrom	{0} kubna metra	Razgovara s 3 kubna metra	{0} kubnih metara	Razgovara s 5 kubnih metara
volume	megaliters	inanimate	Ovaj megalitar...	nominative	{0} megalitar	21 megalitar je...	{0} megalitra	3 megalitra je...	{0} megalitara	5 megalitara je...
volume	megaliters	inanimate	Ovaj megalitar...	accusative	{0} megalitar	Izmjerio je 21 megalitar	{0} megalitra	Izmjerio je 3 megalitra	{0} megalitara	Izmjerio je 5 megalitara
volume	megaliters	inanimate	Ovaj megalitar...	genitive	{0} megalitra	Mjerenje 21 megalitra	{0} megalitra	Mjerenje 3 megalitra	{0} megalitara	Mjerenje 5 megalitara
volume	megaliters	inanimate	Ovaj megalitar...	instrumental	{0} megalitrom	Razgovara s 21 megalitrom	{0} megalitra	Razgovara s 3 megalitra	{0} megalitara	Razgovara s 5 megalitara
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	nominative	{0} aker-stopa	21 aker-stopa je...	{0} aker-stope	3 aker-stope je...	{0} aker-stopi	5 aker-stopi je...
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	accusative	{0} aker-stopa	Izmjerio je 21 aker-stopa	{0} aker-stope	Izmjerio je 3 aker-stope	{0} aker-stopi	Izmjerio je 5 aker-stopi
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	genitive	{0} aker-stopa	Mjerenje 21 aker-stopa	{0} aker-stope	Mjerenje 3 aker-stope	{0} aker-stopi	Mjerenje 5 aker-stopi
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	instrumental	{0} aker-stopa	Razgovara s 21 aker-stopa	{0} aker-stope	Razgovara s 3 aker-stope	{0} aker-stopi	Razgovara s 5 aker-stopi
volume	cubic kilometers	inanimate	Ovaj kubni kilometar...	nominative	{0} kubni kilometar	21 kubni kilometar je...	{0} kubna kilometra	3 kubna kilometra je...	{0} kubnih kilometara	5 kubnih kilometara je...
volume	cubic kilometers	inanimate	Ovaj kubni kilometar...	accusative	{0} kubni kilometar	Izmjerio je 21 kubni kilometar	{0} kubna kilometra	Izmjerio je 3 kubna kilometra	{0} kubnih kilometara	Izmjerio je 5 kubnih kilometara
volume	cubic kilometers	inanimate	Ovaj kubni kilometar...	genitive	{0} kubnog kilometra	Mjerenje 21 kubnog kilometra	{0} kubna kilometra	Mjerenje 3 kubna kilometra	{0} kubnih kilometara	Mjerenje 5 kubnih kilometara
volume	cubic kilometers	inanimate	Ovaj kubni kilometar...	instrumental	{0} kubnim kilometrom	Razgovara s 21 kubnim kilometrom	{0} kubna kilometra	Razgovara s 3 kubna kilometra	{0} kubnih kilometara	Razgovara s 5 kubnih kilometara
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	nominative	{0} kubna milja	21 kubna milja je...	{0} kubne milje	3 kubne milje je...	{0} kubnih milja	5 kubnih milja je...
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	accusative	{0} kubna milja	Izmjerio je 21 kubna milja	{0} kubne milje	Izmjerio je 3 kubne milje	{0} kubnih milja	Izmjerio je 5 kubnih milja
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	genitive	{0} kubna milja	Mjerenje 21 kubna milja	{0} kubne milje	Mjerenje 3 kubne milje	{0} kubnih milja	Mjerenje 5 kubnih milja
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	instrumental	{0} kubna milja	Razgovara s 21 kubna milja	{0} kubne milje	Razgovara s 3 kubne milje	{0} kubnih milja	Razgovara s 5 kubnih milja
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Ovaj mjesec...	nominative	{0} mjesec	21 mjesec je...	{0} mjeseca	3 mjeseca je...	{0} mjeseci	5 mjeseci je...
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Ovaj mjesec...	accusative	{0} mjesec	Izmjerio je 21 mjesec	{0} mjeseca	Izmjerio je 3 mjeseca	{0} mjeseci	Izmjerio je 5 mjeseci
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Ovaj mjesec...	genitive	{0} mjeseca	Mjerenje 21 mjeseca	{0} mjeseca	Mjerenje 3 mjeseca	{0} mjeseci	Mjerenje 5 mjeseci
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Ovaj mjesec...	instrumental	{0} mjesecom	Razgovara s 21 mjesecom	{0} mjeseca	Razgovara s 3 mjeseca	{0} mjeseci	Razgovara s 5 mjeseci
year-duration	quarter • ( = 0.25 yrs)	feminine	Ova četvrtina...	nominative	{0} četvrtina	21 četvrtina je...	{0} četvrtine	3 četvrtine je...	{0} četvrtina	5 četvrtina je...
year-duration	quarter • ( = 0.25 yrs)	feminine	Ova četvrtina...	accusative	{0} četvrtinu	Izmjerio je 21 četvrtinu	{0} četvrtine	Izmjerio je 3 četvrtine	{0} četvrtina	Izmjerio je 5 četvrtina
year-duration	quarter • ( = 0.25 yrs)	feminine	Ova četvrtina...	genitive	{0} četvrtine	Mjerenje 21 četvrtine	{0} četvrtina	Mjerenje 3 četvrtina	{0} četvrtina	Mjerenje 5 četvrtina
year-duration	quarter • ( = 0.25 yrs)	feminine	Ova četvrtina...	instrumental	{0} četvrtinom	Razgovara s 21 četvrtinom	{0} četvrtine	Razgovara s 3 četvrtine	{0} četvrtina	Razgovara s 5 četvrtina
year-duration	years	feminine	Ova godina...	nominative	{0} godina	21 godina je...	{0} godine	3 godine je...	{0} godina	5 godina je...
year-duration	years	feminine	Ova godina...	accusative	{0} godinu	Izmjerio je 21 godinu	{0} godine	Izmjerio je 3 godine	{0} godina	Izmjerio je 5 godina
year-duration	years	feminine	Ova godina...	genitive	{0} godine	Mjerenje 21 godine	{0} godine	Mjerenje 3 godine	{0} godina	Mjerenje 5 godina
year-duration	years	feminine	Ova godina...	instrumental	{0} godinom	Razgovara s 21 godinom	{0} godine	Razgovara s 3 godine	{0} godina	Razgovara s 5 godina
year-duration	decades	neuter	Ovo desetljeće...	nominative	{0} desetljeće	21 desetljeće je...	{0} desetljeća	3 desetljeća je...	{0} desetljeća	5 desetljeća je...
year-duration	decades	neuter	Ovo desetljeće...	accusative	{0} desetljeće	Izmjerio je 21 desetljeće	{0} desetljeća	Izmjerio je 3 desetljeća	{0} desetljeća	Izmjerio je 5 desetljeća
year-duration	decades	neuter	Ovo desetljeće...	genitive	{0} desetljeća	Mjerenje 21 desetljeća	{0} desetljeća	Mjerenje 3 desetljeća	{0} desetljeća	Mjerenje 5 desetljeća
year-duration	decades	neuter	Ovo desetljeće...	instrumental	{0} desetljećem	Razgovara s 21 desetljećem	{0} desetljeća	Razgovara s 3 desetljeća	{0} desetljeća	Razgovara s 5 desetljeća
year-duration	centuries	neuter	Ovo stoljeće...	nominative	{0} stoljeće	21 stoljeće je...	{0} stoljeća	3 stoljeća je...	{0} stoljeća	5 stoljeća je...
year-duration	centuries	neuter	Ovo stoljeće...	accusative	{0} stoljeće	Izmjerio je 21 stoljeće	{0} stoljeća	Izmjerio je 3 stoljeća	{0} stoljeća	Izmjerio je 5 stoljeća
year-duration	centuries	neuter	Ovo stoljeće...	genitive	{0} stoljeća	Mjerenje 21 stoljeća	{0} stoljeća	Mjerenje 3 stoljeća	{0} stoljeća	Mjerenje 5 stoljeća
year-duration	centuries	neuter	Ovo stoljeće...	instrumental	{0} stoljećem	Razgovara s 21 stoljećem	{0} stoljeća	Razgovara s 3 stoljeća	{0} stoljeća	Razgovara s 5 stoljeća

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for other	Case MP + pattern with 5.0
power2	nominative	inanimate • (meter)	četvorni {0}	21 četvorni metar je...	četvorna {0}	3 četvorna metra je...	četvornih {0}	5 četvornih metara je...
power2	accusative	inanimate • (meter)	četvorni {0}	Izmjerio je 21 četvorni metar	četvorna {0}	Izmjerio je 3 četvorna metra	četvornih {0}	Izmjerio je 5 četvornih metara
power2	genitive	inanimate • (meter)	četvornog {0}	Mjerenje 21 četvornog metra	četvorna {0}	Mjerenje 3 četvorna metra	četvornih {0}	Mjerenje 5 četvornih metara
power2	instrumental	inanimate • (meter)	četvorni {0}	Razgovara s 21 četvorni metrom	četvorna {0}	Razgovara s 3 četvorna metra	četvornih {0}	Razgovara s 5 četvornih metara
power2	nominative	feminine • (second)	četvorni {0}	21 četvorni sekunda je...	četvorna {0}	3 četvorna sekunde je...	četvornih {0}	5 četvornih sekundi je...
power2	accusative	feminine • (second)	četvorni {0}	Izmjerio je 21 četvorni sekundu	četvorna {0}	Izmjerio je 3 četvorna sekunde	četvornih {0}	Izmjerio je 5 četvornih sekundi
power2	genitive	feminine • (second)	četvorne {0}	Mjerenje 21 četvorne sekunde	četvorna {0}	Mjerenje 3 četvorna sekunde	četvornih {0}	Mjerenje 5 četvornih sekundi
power2	instrumental	feminine • (second)	četvornom {0}	Razgovara s 21 četvornom sekundom	četvorna {0}	Razgovara s 3 četvorna sekunde	četvornih {0}	Razgovara s 5 četvornih sekundi
power2	nominative	neuter • (decade)	četvorni {0}	21 četvorni desetljeće je...	četvorna {0}	3 četvorna desetljeća je...	četvornih {0}	5 četvornih desetljeća je...
power2	accusative	neuter • (decade)	četvorni {0}	Izmjerio je 21 četvorni desetljeće	četvorna {0}	Izmjerio je 3 četvorna desetljeća	četvornih {0}	Izmjerio je 5 četvornih desetljeća
power2	genitive	neuter • (decade)	četvornog {0}	Mjerenje 21 četvornog desetljeća	četvorna {0}	Mjerenje 3 četvorna desetljeća	četvornih {0}	Mjerenje 5 četvornih desetljeća
power2	instrumental	neuter • (decade)	četvornim {0}	Razgovara s 21 četvornim desetljećem	četvorna {0}	Razgovara s 3 četvorna desetljeća	četvornih {0}	Razgovara s 5 četvornih desetljeća
power3	nominative	inanimate • (meter)	kubni {0}	21 kubni metar je...	kubna {0}	3 kubna metra je...	kubnih {0}	5 kubnih metara je...
power3	accusative	inanimate • (meter)	kubni {0}	Izmjerio je 21 kubni metar	kubna {0}	Izmjerio je 3 kubna metra	kubnih {0}	Izmjerio je 5 kubnih metara
power3	genitive	inanimate • (meter)	kubnog {0}	Mjerenje 21 kubnog metra	kubna {0}	Mjerenje 3 kubna metra	kubnih {0}	Mjerenje 5 kubnih metara
power3	instrumental	inanimate • (meter)	kubnim {0}	Razgovara s 21 kubnim metrom	kubna {0}	Razgovara s 3 kubna metra	kubnih {0}	Razgovara s 5 kubnih metara
power3	nominative	feminine • (second)	kubni {0}	21 kubni sekunda je...	kubne {0}	3 kubne sekunde je...	kubnih {0}	5 kubnih sekundi je...
power3	accusative	feminine • (second)	kubni {0}	Izmjerio je 21 kubni sekundu	kubna {0}	Izmjerio je 3 kubna sekunde	kubnih {0}	Izmjerio je 5 kubnih sekundi
power3	genitive	feminine • (second)	kubne {0}	Mjerenje 21 kubne sekunde	kubna {0}	Mjerenje 3 kubna sekunde	kubnih {0}	Mjerenje 5 kubnih sekundi
power3	instrumental	feminine • (second)	kubnom {0}	Razgovara s 21 kubnom sekundom	kubna {0}	Razgovara s 3 kubna sekunde	kubnih {0}	Razgovara s 5 kubnih sekundi
power3	nominative	neuter • (decade)	kubni {0}	21 kubni desetljeće je...	kubna {0}	3 kubna desetljeća je...	kubnih {0}	5 kubnih desetljeća je...
power3	accusative	neuter • (decade)	kubni {0}	Izmjerio je 21 kubni desetljeće	kubna {0}	Izmjerio je 3 kubna desetljeća	kubnih {0}	Izmjerio je 5 kubnih desetljeća
power3	genitive	neuter • (decade)	kubnog {0}	Mjerenje 21 kubnog desetljeća	kubna {0}	Mjerenje 3 kubna desetljeća	kubnih {0}	Mjerenje 5 kubnih desetljeća
power3	instrumental	neuter • (decade)	kubnim {0}	Razgovara s 21 kubnim desetljećem	kubna {0}	Razgovara s 3 kubna desetljeća	kubnih {0}	Razgovara s 5 kubnih desetljeća
