# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 metru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 metr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 metru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 metr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 metru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 metr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 metrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 metr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>den</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>den</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
duration	day-person • ( = 86400 sec)	inanimate	Jeden den stál 135 Kč.	dative	{0} den	Díky 1 den navíc to mohl stihnout.	{0} dny	Díky 3 dny navíc to mohl stihnout.	{0} dne	Díky 0,1 dne navíc to mohl stihnout.	{0} dnů	Díky 5 dnů navíc to mohl stihnout.
duration	day-person • ( = 86400 sec)	inanimate	Jeden den stál 135 Kč.	instrumental	{0} dnem	Spokojíme se s 1 dnem.	{0} dny	Spokojíme se s 3 dny.	{0} dne	Spokojíme se s 0,1 dne.	{0} dny	Spokojíme se s 5 dny.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	nominative	{0} týden	Chybí ještě 1 týden.	{0} týdny	Chybí ještě 3 týdny.	{0} týdne	Chybí ještě 0,1 týdne.	{0} týdnů	Chybí ještě 5 týdnů.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	accusative	{0} týden	Naměřili jsme 1 týden.	{0} týdny	Naměřili jsme 3 týdny.	{0} týdne	Naměřili jsme 0,1 týdne.	{0} týdnů	Naměřili jsme 5 týdnů.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	genitive	{0} týdne	Bez 1 týdne se obejdeme.	{0} týdnů	Bez 3 týdnů se obejdeme.	{0} týdne	Bez 0,1 týdne se obejdeme.	{0} týdnů	Bez 5 týdnů se obejdeme.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	locative	{0} týdnu	Po 1 týdnu se zastavil.	{0} týdnech	Po 3 týdnech se zastavil.	{0} týdne	Po 0,1 týdne se zastavil.	{0} týdnech	Po 5 týdnech se zastavil.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	dative	{0} týdnu	Díky 1 týdnu navíc to mohl stihnout.	{0} týdnům	Díky 3 týdnům navíc to mohl stihnout.	{0} týdne	Díky 0,1 týdne navíc to mohl stihnout.	{0} týdnům	Díky 5 týdnům navíc to mohl stihnout.
duration	week • ( = 604800 sec)	inanimate	Jeden týden stál 135 Kč.	instrumental	{0} týdnem	Spokojíme se s 1 týdnem.	{0} týdny	Spokojíme se s 3 týdny.	{0} týdne	Spokojíme se s 0,1 týdne.	{0} týdny	Spokojíme se s 5 týdny.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	nominative	{0} miliampér	Chybí ještě 1 miliampér.	{0} miliampéry	Chybí ještě 3 miliampéry.	{0} miliampéru	Chybí ještě 0,1 miliampéru.	{0} miliampérů	Chybí ještě 5 miliampérů.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	accusative	{0} miliampér	Naměřili jsme 1 miliampér.	{0} miliampéry	Naměřili jsme 3 miliampéry.	{0} miliampéru	Naměřili jsme 0,1 miliampéru.	{0} miliampérů	Naměřili jsme 5 miliampérů.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	genitive	{0} miliampéru	Bez 1 miliampéru se obejdeme.	{0} miliampérů	Bez 3 miliampérů se obejdeme.	{0} miliampéru	Bez 0,1 miliampéru se obejdeme.	{0} miliampérů	Bez 5 miliampérů se obejdeme.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	locative	{0} miliampéru	Po 1 miliampéru se zastavil.	{0} miliampérech	Po 3 miliampérech se zastavil.	{0} miliampéru	Po 0,1 miliampéru se zastavil.	{0} miliampérech	Po 5 miliampérech se zastavil.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	dative	{0} miliampéru	Díky 1 miliampéru navíc to mohl stihnout.	{0} miliampérům	Díky 3 miliampérům navíc to mohl stihnout.	{0} miliampéru	Díky 0,1 miliampéru navíc to mohl stihnout.	{0} miliampérům	Díky 5 miliampérům navíc to mohl stihnout.
electric-current	milliamperes	inanimate	Jeden miliampér stál 135 Kč.	instrumental	{0} miliampérem	Spokojíme se s 1 miliampérem.	{0} miliampéry	Spokojíme se s 3 miliampéry.	{0} miliampéru	Spokojíme se s 0,1 miliampéru.	{0} miliampéry	Spokojíme se s 5 miliampéry.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	nominative	{0} ampér	Chybí ještě 1 ampér.	{0} ampéry	Chybí ještě 3 ampéry.	{0} ampéru	Chybí ještě 0,1 ampéru.	{0} ampérů	Chybí ještě 5 ampérů.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	accusative	{0} ampér	Naměřili jsme 1 ampér.	{0} ampéry	Naměřili jsme 3 ampéry.	{0} ampéru	Naměřili jsme 0,1 ampéru.	{0} ampérů	Naměřili jsme 5 ampérů.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	genitive	{0} ampéru	Bez 1 ampéru se obejdeme.	{0} ampérů	Bez 3 ampérů se obejdeme.	{0} ampéru	Bez 0,1 ampéru se obejdeme.	{0} ampérů	Bez 5 ampérů se obejdeme.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	locative	{0} ampéru	Po 1 ampéru se zastavil.	{0} ampérech	Po 3 ampérech se zastavil.	{0} ampéru	Po 0,1 ampéru se zastavil.	{0} ampérech	Po 5 ampérech se zastavil.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	dative	{0} ampéru	Díky 1 ampéru navíc to mohl stihnout.	{0} ampérům	Díky 3 ampérům navíc to mohl stihnout.	{0} ampéru	Díky 0,1 ampéru navíc to mohl stihnout.	{0} ampérům	Díky 5 ampérům navíc to mohl stihnout.
electric-current	amperes	inanimate	Jeden ampér stál 135 Kč.	instrumental	{0} ampérem	Spokojíme se s 1 ampérem.	{0} ampéry	Spokojíme se s 3 ampéry.	{0} ampéru	Spokojíme se s 0,1 ampéru.	{0} ampéry	Spokojíme se s 5 ampéry.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	nominative	{0} ohm	Chybí ještě 1 ohm.	{0} ohmy	Chybí ještě 3 ohmy.	{0} ohmu	Chybí ještě 0,1 ohmu.	{0} ohmů	Chybí ještě 5 ohmů.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	accusative	{0} ohm	Naměřili jsme 1 ohm.	{0} ohmy	Naměřili jsme 3 ohmy.	{0} ohmu	Naměřili jsme 0,1 ohmu.	{0} ohmů	Naměřili jsme 5 ohmů.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	genitive	{0} ohmu	Bez 1 ohmu se obejdeme.	{0} ohmů	Bez 3 ohmů se obejdeme.	{0} ohmu	Bez 0,1 ohmu se obejdeme.	{0} ohmů	Bez 5 ohmů se obejdeme.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	locative	{0} ohmu	Po 1 ohmu se zastavil.	{0} ohmech	Po 3 ohmech se zastavil.	{0} ohmu	Po 0,1 ohmu se zastavil.	{0} ohmech	Po 5 ohmech se zastavil.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	dative	{0} ohmu	Díky 1 ohmu navíc to mohl stihnout.	{0} ohmům	Díky 3 ohmům navíc to mohl stihnout.	{0} ohmu	Díky 0,1 ohmu navíc to mohl stihnout.	{0} ohmům	Díky 5 ohmům navíc to mohl stihnout.
electric-resistance	ohms	inanimate	Jeden ohm stál 135 Kč.	instrumental	{0} ohmem	Spokojíme se s 1 ohmem.	{0} ohmy	Spokojíme se s 3 ohmy.	{0} ohmu	Spokojíme se s 0,1 ohmu.	{0} ohmy	Spokojíme se s 5 ohmy.
energy	joules	inanimate	Jeden joule stál 135 Kč.	nominative	{0} joule	Chybí ještě 1 joule.	{0} jouly	Chybí ještě 3 jouly.	{0} joulu	Chybí ještě 0,1 joulu.	{0} joulů	Chybí ještě 5 joulů.
energy	joules	inanimate	Jeden joule stál 135 Kč.	accusative	{0} joule	Naměřili jsme 1 joule.	{0} jouly	Naměřili jsme 3 jouly.	{0} joulu	Naměřili jsme 0,1 joulu.	{0} joulů	Naměřili jsme 5 joulů.
energy	joules	inanimate	Jeden joule stál 135 Kč.	genitive	{0} joulu	Bez 1 joulu se obejdeme.	{0} joulů	Bez 3 joulů se obejdeme.	{0} joulu	Bez 0,1 joulu se obejdeme.	{0} joulů	Bez 5 joulů se obejdeme.
energy	joules	inanimate	Jeden joule stál 135 Kč.	locative	{0} joulu	Po 1 joulu se zastavil.	{0} joulech	Po 3 joulech se zastavil.	{0} joulu	Po 0,1 joulu se zastavil.	{0} joulech	Po 5 joulech se zastavil.
energy	joules	inanimate	Jeden joule stál 135 Kč.	dative	{0} joulu	Díky 1 joulu navíc to mohl stihnout.	{0} joulům	Díky 3 joulům navíc to mohl stihnout.	{0} joulu	Díky 0,1 joulu navíc to mohl stihnout.	{0} joulům	Díky 5 joulům navíc to mohl stihnout.
energy	joules	inanimate	Jeden joule stál 135 Kč.	instrumental	{0} joulem	Spokojíme se s 1 joulem.	{0} jouly	Spokojíme se s 3 jouly.	{0} joulu	Spokojíme se s 0,1 joulu.	{0} jouly	Spokojíme se s 5 jouly.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	nominative	{0} newtonmetr	Chybí ještě 1 newtonmetr.	{0} newtonmetry	Chybí ještě 3 newtonmetry.	{0} newtonmetru	Chybí ještě 0,1 newtonmetru.	{0} newtonmetrů	Chybí ještě 5 newtonmetrů.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	accusative	{0} newtonmetr	Naměřili jsme 1 newtonmetr.	{0} newtonmetry	Naměřili jsme 3 newtonmetry.	{0} newtonmetru	Naměřili jsme 0,1 newtonmetru.	{0} newtonmetrů	Naměřili jsme 5 newtonmetrů.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	genitive	{0} newtonmetru	Bez 1 newtonmetru se obejdeme.	{0} newtonmetrů	Bez 3 newtonmetrů se obejdeme.	{0} newtonmetru	Bez 0,1 newtonmetru se obejdeme.	{0} newtonmetrů	Bez 5 newtonmetrů se obejdeme.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	locative	{0} newtonmetru	Po 1 newtonmetru se zastavil.	{0} newtonmetrech	Po 3 newtonmetrech se zastavil.	{0} newtonmetru	Po 0,1 newtonmetru se zastavil.	{0} newtonmetrech	Po 5 newtonmetrech se zastavil.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	dative	{0} newtonmetru	Díky 1 newtonmetru navíc to mohl stihnout.	{0} newtonmetrům	Díky 3 newtonmetrům navíc to mohl stihnout.	{0} newtonmetru	Díky 0,1 newtonmetru navíc to mohl stihnout.	{0} newtonmetrům	Díky 5 newtonmetrům navíc to mohl stihnout.
energy	newton-meter • ( = 1 J)	inanimate	Jeden newtonmetr stál 135 Kč.	instrumental	{0} newtonmetrem	Spokojíme se s 1 newtonmetrem.	{0} newtonmetry	Spokojíme se s 3 newtonmetry.	{0} newtonmetru	Spokojíme se s 0,1 newtonmetru.	{0} newtonmetry	Spokojíme se s 5 newtonmetry.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	nominative	{0} librostopa	Chybí ještě 1 librostopa.	{0} librostopy	Chybí ještě 3 librostopy.	{0} librostopy	Chybí ještě 0,1 librostopy.	{0} librostop	Chybí ještě 5 librostop.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	accusative	{0} librostopa	Naměřili jsme 1 librostopa.	{0} librostopy	Naměřili jsme 3 librostopy.	{0} librostopy	Naměřili jsme 0,1 librostopy.	{0} librostop	Naměřili jsme 5 librostop.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	genitive	{0} librostopa	Bez 1 librostopa se obejdeme.	{0} librostopy	Bez 3 librostopy se obejdeme.	{0} librostopy	Bez 0,1 librostopy se obejdeme.	{0} librostop	Bez 5 librostop se obejdeme.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	locative	{0} librostopa	Po 1 librostopa se zastavil.	{0} librostopy	Po 3 librostopy se zastavil.	{0} librostopy	Po 0,1 librostopy se zastavil.	{0} librostop	Po 5 librostop se zastavil.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	dative	{0} librostopa	Díky 1 librostopa navíc to mohl stihnout.	{0} librostopy	Díky 3 librostopy navíc to mohl stihnout.	{0} librostopy	Díky 0,1 librostopy navíc to mohl stihnout.	{0} librostop	Díky 5 librostop navíc to mohl stihnout.
energy	pound-force-foot • ( = 1.3558179483314004 J)	n/a	n/a	instrumental	{0} librostopa	Spokojíme se s 1 librostopa.	{0} librostopy	Spokojíme se s 3 librostopy.	{0} librostopy	Spokojíme se s 0,1 librostopy.	{0} librostop	Spokojíme se s 5 librostop.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	nominative	{0} kalorie	Chybí ještě 1 kalorie.	{0} kalorie	Chybí ještě 3 kalorie.	{0} kalorie	Chybí ještě 0,1 kalorie.	{0} kalorií	Chybí ještě 5 kalorií.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	accusative	{0} kalorii	Naměřili jsme 1 kalorii.	{0} kalorie	Naměřili jsme 3 kalorie.	{0} kalorie	Naměřili jsme 0,1 kalorie.	{0} kalorií	Naměřili jsme 5 kalorií.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	genitive	{0} kalorie	Bez 1 kalorie se obejdeme.	{0} kalorií	Bez 3 kalorií se obejdeme.	{0} kalorie	Bez 0,1 kalorie se obejdeme.	{0} kalorií	Bez 5 kalorií se obejdeme.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	locative	{0} kalorii	Po 1 kalorii se zastavil.	{0} kaloriích	Po 3 kaloriích se zastavil.	{0} kalorie	Po 0,1 kalorie se zastavil.	{0} kaloriích	Po 5 kaloriích se zastavil.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	dative	{0} kalorii	Díky 1 kalorii navíc to mohl stihnout.	{0} kaloriím	Díky 3 kaloriím navíc to mohl stihnout.	{0} kalorie	Díky 0,1 kalorie navíc to mohl stihnout.	{0} kaloriím	Díky 5 kaloriím navíc to mohl stihnout.
energy	calorie • ( = 4.184 J)	feminine	Jedna kalorie stála 135 Kč.	instrumental	{0} kalorií	Spokojíme se s 1 kalorií.	{0} kaloriemi	Spokojíme se s 3 kaloriemi.	{0} kalorie	Spokojíme se s 0,1 kalorie.	{0} kaloriemi	Spokojíme se s 5 kaloriemi.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	nominative	{0} kilojoule	Chybí ještě 1 kilojoule.	{0} kilojouly	Chybí ještě 3 kilojouly.	{0} kilojoulu	Chybí ještě 0,1 kilojoulu.	{0} kilojoulů	Chybí ještě 5 kilojoulů.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	accusative	{0} kilojoule	Naměřili jsme 1 kilojoule.	{0} kilojouly	Naměřili jsme 3 kilojouly.	{0} kilojoulu	Naměřili jsme 0,1 kilojoulu.	{0} kilojoulů	Naměřili jsme 5 kilojoulů.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	genitive	{0} kilojoulu	Bez 1 kilojoulu se obejdeme.	{0} kilojoulů	Bez 3 kilojoulů se obejdeme.	{0} kilojoulu	Bez 0,1 kilojoulu se obejdeme.	{0} kilojoulů	Bez 5 kilojoulů se obejdeme.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	locative	{0} kilojoulu	Po 1 kilojoulu se zastavil.	{0} kilojoulech	Po 3 kilojoulech se zastavil.	{0} kilojoulu	Po 0,1 kilojoulu se zastavil.	{0} kilojoulech	Po 5 kilojoulech se zastavil.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	dative	{0} kilojoulu	Díky 1 kilojoulu navíc to mohl stihnout.	{0} kilojoulům	Díky 3 kilojoulům navíc to mohl stihnout.	{0} kilojoulu	Díky 0,1 kilojoulu navíc to mohl stihnout.	{0} kilojoulům	Díky 5 kilojoulům navíc to mohl stihnout.
energy	kilojoules	inanimate	Jeden kilojoule stál 135 Kč.	instrumental	{0} kilojoulem	Spokojíme se s 1 kilojoulem.	{0} kilojouly	Spokojíme se s 3 kilojouly.	{0} kilojoulu	Spokojíme se s 0,1 kilojoulu.	{0} kilojouly	Spokojíme se s 5 kilojouly.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	nominative	{0} britská tepelná jednotka	Chybí ještě 1 britská tepelná jednotka.	{0} britské tepelné jednotky	Chybí ještě 3 britské tepelné jednotky.	{0} britské tepelné jednotky	Chybí ještě 0,1 britské tepelné jednotky.	{0} britských tepelných jednotek	Chybí ještě 5 britských tepelných jednotek.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	accusative	{0} britská tepelná jednotka	Naměřili jsme 1 britská tepelná jednotka.	{0} britské tepelné jednotky	Naměřili jsme 3 britské tepelné jednotky.	{0} britské tepelné jednotky	Naměřili jsme 0,1 britské tepelné jednotky.	{0} britských tepelných jednotek	Naměřili jsme 5 britských tepelných jednotek.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	genitive	{0} britská tepelná jednotka	Bez 1 britská tepelná jednotka se obejdeme.	{0} britské tepelné jednotky	Bez 3 britské tepelné jednotky se obejdeme.	{0} britské tepelné jednotky	Bez 0,1 britské tepelné jednotky se obejdeme.	{0} britských tepelných jednotek	Bez 5 britských tepelných jednotek se obejdeme.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	locative	{0} britská tepelná jednotka	Po 1 britská tepelná jednotka se zastavil.	{0} britské tepelné jednotky	Po 3 britské tepelné jednotky se zastavil.	{0} britské tepelné jednotky	Po 0,1 britské tepelné jednotky se zastavil.	{0} britských tepelných jednotek	Po 5 britských tepelných jednotek se zastavil.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	dative	{0} britská tepelná jednotka	Díky 1 britská tepelná jednotka navíc to mohl stihnout.	{0} britské tepelné jednotky	Díky 3 britské tepelné jednotky navíc to mohl stihnout.	{0} britské tepelné jednotky	Díky 0,1 britské tepelné jednotky navíc to mohl stihnout.	{0} britských tepelných jednotek	Díky 5 britských tepelných jednotek navíc to mohl stihnout.
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	instrumental	{0} britská tepelná jednotka	Spokojíme se s 1 britská tepelná jednotka.	{0} britské tepelné jednotky	Spokojíme se s 3 britské tepelné jednotky.	{0} britské tepelné jednotky	Spokojíme se s 0,1 britské tepelné jednotky.	{0} britských tepelných jednotek	Spokojíme se s 5 britských tepelných jednotek.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	nominative	{0} kilokalorie	Chybí ještě 1 kilokalorie.	{0} kilokalorie	Chybí ještě 3 kilokalorie.	{0} kilokalorie	Chybí ještě 0,1 kilokalorie.	{0} kilokalorií	Chybí ještě 5 kilokalorií.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	accusative	{0} kilokalorie	Naměřili jsme 1 kilokalorie.	{0} kilokalorie	Naměřili jsme 3 kilokalorie.	{0} kilokalorie	Naměřili jsme 0,1 kilokalorie.	{0} kilokalorií	Naměřili jsme 5 kilokalorií.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	genitive	{0} kilokalorie	Bez 1 kilokalorie se obejdeme.	{0} kilokalorie	Bez 3 kilokalorie se obejdeme.	{0} kilokalorie	Bez 0,1 kilokalorie se obejdeme.	{0} kilokalorií	Bez 5 kilokalorií se obejdeme.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	locative	{0} kilokalorie	Po 1 kilokalorie se zastavil.	{0} kilokalorie	Po 3 kilokalorie se zastavil.	{0} kilokalorie	Po 0,1 kilokalorie se zastavil.	{0} kilokalorií	Po 5 kilokalorií se zastavil.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	dative	{0} kilokalorie	Díky 1 kilokalorie navíc to mohl stihnout.	{0} kilokalorie	Díky 3 kilokalorie navíc to mohl stihnout.	{0} kilokalorie	Díky 0,1 kilokalorie navíc to mohl stihnout.	{0} kilokalorií	Díky 5 kilokalorií navíc to mohl stihnout.
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	instrumental	{0} kilokalorie	Spokojíme se s 1 kilokalorie.	{0} kilokalorie	Spokojíme se s 3 kilokalorie.	{0} kilokalorie	Spokojíme se s 0,1 kilokalorie.	{0} kilokalorií	Spokojíme se s 5 kilokalorií.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	nominative	{0} kilowatthodina	Chybí ještě 1 kilowatthodina.	{0} kilowatthodiny	Chybí ještě 3 kilowatthodiny.	{0} kilowatthodiny	Chybí ještě 0,1 kilowatthodiny.	{0} kilowatthodin	Chybí ještě 5 kilowatthodin.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	accusative	{0} kilowatthodinu	Naměřili jsme 1 kilowatthodinu.	{0} kilowatthodiny	Naměřili jsme 3 kilowatthodiny.	{0} kilowatthodiny	Naměřili jsme 0,1 kilowatthodiny.	{0} kilowatthodin	Naměřili jsme 5 kilowatthodin.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	genitive	{0} kilowatthodiny	Bez 1 kilowatthodiny se obejdeme.	{0} kilowatthodin	Bez 3 kilowatthodin se obejdeme.	{0} kilowatthodiny	Bez 0,1 kilowatthodiny se obejdeme.	{0} kilowatthodin	Bez 5 kilowatthodin se obejdeme.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	locative	{0} kilowatthodině	Po 1 kilowatthodině se zastavil.	{0} kilowatthodinách	Po 3 kilowatthodinách se zastavil.	{0} kilowatthodiny	Po 0,1 kilowatthodiny se zastavil.	{0} kilowatthodinách	Po 5 kilowatthodinách se zastavil.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	dative	{0} kilowatthodině	Díky 1 kilowatthodině navíc to mohl stihnout.	{0} kilowatthodinám	Díky 3 kilowatthodinám navíc to mohl stihnout.	{0} kilowatthodiny	Díky 0,1 kilowatthodiny navíc to mohl stihnout.	{0} kilowatthodinám	Díky 5 kilowatthodinám navíc to mohl stihnout.
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	Jedna kilowatthodina stála 135 Kč.	instrumental	{0} kilowatthodinou	Spokojíme se s 1 kilowatthodinou.	{0} kilowatthodinami	Spokojíme se s 3 kilowatthodinami.	{0} kilowatthodiny	Spokojíme se s 0,1 kilowatthodiny.	{0} kilowatthodinami	Spokojíme se s 5 kilowatthodinami.
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	nominative	{0} therm	Chybí ještě 1 therm.	{0} thermy	Chybí ještě 3 thermy.	{0} thermu	Chybí ještě 0,1 thermu.	{0} thermů	Chybí ještě 5 thermů.
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	accusative	{0} therm	Naměřili jsme 1 therm.	{0} thermy	Naměřili jsme 3 thermy.	{0} thermu	Naměřili jsme 0,1 thermu.	{0} thermů	Naměřili jsme 5 thermů.
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	genitive	{0} therm	Bez 1 therm se obejdeme.	{0} thermy	Bez 3 thermy se obejdeme.	{0} thermu	Bez 0,1 thermu se obejdeme.	{0} thermů	Bez 5 thermů se obejdeme.
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	locative	{0} therm	Po 1 therm se zastavil.	{0} thermy	Po 3 thermy se zastavil.	{0} thermu	Po 0,1 thermu se zastavil.	{0} thermů	Po 5 thermů se zastavil.
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	dative	{0} therm	Díky 1 therm navíc to mohl stihnout.	{0} thermy	Díky 3 thermy navíc to mohl stihnout.	{0} thermu	Díky 0,1 thermu navíc to mohl stihnout.	{0} thermů	Díky 5 thermů navíc to mohl stihnout.
