# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 метра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 метрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 метру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 метром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 метр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>день</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>день</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	nominative	{0} піксель	Є 21 піксель	{0} пікселі	Є 3 пікселі	{0} пікселів	Є 5 пікселів	{0} пікселя	Є 0,1 пікселя
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	accusative	{0} піксель	Знайшли 21 піксель	{0} пікселі	Знайшли 3 пікселі	{0} пікселів	Знайшли 5 пікселів	{0} пікселя	Знайшли 0,1 пікселя
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	genitive	{0} пікселя	Немає 21 пікселя	{0} пікселів	Немає 3 пікселів	{0} пікселів	Немає 5 пікселів	{0} пікселя	Немає 0,1 пікселя
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	locative	{0} пікселі	Міститься в 21 пікселі	{0} пікселях	Міститься в 3 пікселях	{0} пікселях	Міститься в 5 пікселях	{0} пікселя	Міститься в 0,1 пікселя
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	dative	{0} пікселю	Це відповідає 21 пікселю	{0} пікселям	Це відповідає 3 пікселям	{0} пікселям	Це відповідає 5 пікселям	{0} пікселя	Це відповідає 0,1 пікселя
graphics	pixel • ( = 1 dot)	masculine	Цей піксель	instrumental	{0} пікселем	Вимірюється не 21 пікселем	{0} пікселями	Вимірюється не 3 пікселями	{0} пікселями	Вимірюється не 5 пікселями	{0} пікселя	Вимірюється не 0,1 пікселя
graphics	megapixels	masculine	Цей мегапіксель	nominative	{0} мегапіксель	Є 21 мегапіксель	{0} мегапікселі	Є 3 мегапікселі	{0} мегапікселів	Є 5 мегапікселів	{0} мегапікселя	Є 0,1 мегапікселя
graphics	megapixels	masculine	Цей мегапіксель	accusative	{0} мегапіксель	Знайшли 21 мегапіксель	{0} мегапікселі	Знайшли 3 мегапікселі	{0} мегапікселів	Знайшли 5 мегапікселів	{0} мегапікселя	Знайшли 0,1 мегапікселя
graphics	megapixels	masculine	Цей мегапіксель	genitive	{0} мегапікселя	Немає 21 мегапікселя	{0} мегапікселів	Немає 3 мегапікселів	{0} мегапікселів	Немає 5 мегапікселів	{0} мегапікселя	Немає 0,1 мегапікселя
graphics	megapixels	masculine	Цей мегапіксель	locative	{0} мегапікселі	Міститься в 21 мегапікселі	{0} мегапікселях	Міститься в 3 мегапікселях	{0} мегапікселях	Міститься в 5 мегапікселях	{0} мегапікселя	Міститься в 0,1 мегапікселя
graphics	megapixels	masculine	Цей мегапіксель	dative	{0} мегапікселю	Це відповідає 21 мегапікселю	{0} мегапікселям	Це відповідає 3 мегапікселям	{0} мегапікселям	Це відповідає 5 мегапікселям	{0} мегапікселя	Це відповідає 0,1 мегапікселя
graphics	megapixels	masculine	Цей мегапіксель	instrumental	{0} мегапікселем	Вимірюється не 21 мегапікселем	{0} мегапікселями	Вимірюється не 3 мегапікселями	{0} мегапікселями	Вимірюється не 5 мегапікселями	{0} мегапікселя	Вимірюється не 0,1 мегапікселя
illuminance	lux	masculine	Цей люкс	nominative	{0} люкс	Є 21 люкс	{0} люкси	Є 3 люкси	{0} люксів	Є 5 люксів	{0} люкса	Є 0,1 люкса
illuminance	lux	masculine	Цей люкс	accusative	{0} люкс	Знайшли 21 люкс	{0} люкси	Знайшли 3 люкси	{0} люксів	Знайшли 5 люксів	{0} люкса	Знайшли 0,1 люкса
illuminance	lux	masculine	Цей люкс	genitive	{0} люкса	Немає 21 люкса	{0} люксів	Немає 3 люксів	{0} люксів	Немає 5 люксів	{0} люкса	Немає 0,1 люкса
illuminance	lux	masculine	Цей люкс	locative	{0} люксі	Міститься в 21 люксі	{0} люксах	Міститься в 3 люксах	{0} люксах	Міститься в 5 люксах	{0} люкса	Міститься в 0,1 люкса
illuminance	lux	masculine	Цей люкс	dative	{0} люксу	Це відповідає 21 люксу	{0} люксам	Це відповідає 3 люксам	{0} люксам	Це відповідає 5 люксам	{0} люкса	Це відповідає 0,1 люкса
illuminance	lux	masculine	Цей люкс	instrumental	{0} люксом	Вимірюється не 21 люксом	{0} люксами	Вимірюється не 3 люксами	{0} люксами	Вимірюється не 5 люксами	{0} люкса	Вимірюється не 0,1 люкса
length	picometers	masculine	Цей пікометр	nominative	{0} пікометр	Є 21 пікометр	{0} пікометри	Є 3 пікометри	{0} пікометрів	Є 5 пікометрів	{0} пікометра	Є 0,1 пікометра
length	picometers	masculine	Цей пікометр	accusative	{0} пікометр	Знайшли 21 пікометр	{0} пікометри	Знайшли 3 пікометри	{0} пікометрів	Знайшли 5 пікометрів	{0} пікометра	Знайшли 0,1 пікометра
length	picometers	masculine	Цей пікометр	genitive	{0} пікометра	Немає 21 пікометра	{0} пікометрів	Немає 3 пікометрів	{0} пікометрів	Немає 5 пікометрів	{0} пікометра	Немає 0,1 пікометра
length	picometers	masculine	Цей пікометр	locative	{0} пікометрі	Міститься в 21 пікометрі	{0} пікометрах	Міститься в 3 пікометрах	{0} пікометрах	Міститься в 5 пікометрах	{0} пікометра	Міститься в 0,1 пікометра
length	picometers	masculine	Цей пікометр	dative	{0} пікометру	Це відповідає 21 пікометру	{0} пікометрам	Це відповідає 3 пікометрам	{0} пікометрам	Це відповідає 5 пікометрам	{0} пікометра	Це відповідає 0,1 пікометра
length	picometers	masculine	Цей пікометр	instrumental	{0} пікометром	Вимірюється не 21 пікометром	{0} пікометрами	Вимірюється не 3 пікометрами	{0} пікометрами	Вимірюється не 5 пікометрами	{0} пікометра	Вимірюється не 0,1 пікометра
length	nanometers	masculine	Цей нанометр	nominative	{0} нанометр	Є 21 нанометр	{0} нанометри	Є 3 нанометри	{0} нанометрів	Є 5 нанометрів	{0} нанометра	Є 0,1 нанометра
length	nanometers	masculine	Цей нанометр	accusative	{0} нанометр	Знайшли 21 нанометр	{0} нанометри	Знайшли 3 нанометри	{0} нанометрів	Знайшли 5 нанометрів	{0} нанометра	Знайшли 0,1 нанометра
length	nanometers	masculine	Цей нанометр	genitive	{0} нанометра	Немає 21 нанометра	{0} нанометрів	Немає 3 нанометрів	{0} нанометрів	Немає 5 нанометрів	{0} нанометра	Немає 0,1 нанометра
length	nanometers	masculine	Цей нанометр	locative	{0} нанометрі	Міститься в 21 нанометрі	{0} нанометрах	Міститься в 3 нанометрах	{0} нанометрах	Міститься в 5 нанометрах	{0} нанометра	Міститься в 0,1 нанометра
length	nanometers	masculine	Цей нанометр	dative	{0} нанометру	Це відповідає 21 нанометру	{0} нанометрам	Це відповідає 3 нанометрам	{0} нанометрам	Це відповідає 5 нанометрам	{0} нанометра	Це відповідає 0,1 нанометра
length	nanometers	masculine	Цей нанометр	instrumental	{0} нанометром	Вимірюється не 21 нанометром	{0} нанометрами	Вимірюється не 3 нанометрами	{0} нанометрами	Вимірюється не 5 нанометрами	{0} нанометра	Вимірюється не 0,1 нанометра
length	micrometers	masculine	Цей мікрометр	nominative	{0} мікрометр	Є 21 мікрометр	{0} мікрометри	Є 3 мікрометри	{0} мікрометрів	Є 5 мікрометрів	{0} мікрометра	Є 0,1 мікрометра
length	micrometers	masculine	Цей мікрометр	accusative	{0} мікрометр	Знайшли 21 мікрометр	{0} мікрометри	Знайшли 3 мікрометри	{0} мікрометрів	Знайшли 5 мікрометрів	{0} мікрометра	Знайшли 0,1 мікрометра
length	micrometers	masculine	Цей мікрометр	genitive	{0} мікрометра	Немає 21 мікрометра	{0} мікрометрів	Немає 3 мікрометрів	{0} мікрометрів	Немає 5 мікрометрів	{0} мікрометра	Немає 0,1 мікрометра
length	micrometers	masculine	Цей мікрометр	locative	{0} мікрометрі	Міститься в 21 мікрометрі	{0} мікрометрах	Міститься в 3 мікрометрах	{0} мікрометрах	Міститься в 5 мікрометрах	{0} мікрометра	Міститься в 0,1 мікрометра
length	micrometers	masculine	Цей мікрометр	dative	{0} мікрометру	Це відповідає 21 мікрометру	{0} мікрометрам	Це відповідає 3 мікрометрам	{0} мікрометрам	Це відповідає 5 мікрометрам	{0} мікрометра	Це відповідає 0,1 мікрометра
